District,Recovered,Deceased,Active
क सगजं,4895,55,3
मरुादाबाद,46109.0,368.0,3.0
पीलीभीत,12733.0,205.0,3.0
सहारनपरु,38392.0,428.0,3.0
अमठेी,11523.0,145.0,2.0
बद य,17918.0,101.0,2.0
बरेली,50118.0,377.0,2.0
देवररय,22414.0,230.0,2.0
गोंड,14171.0,285.0,2.0
मजुफ्फरनगर,38344.0,277.0,2.0
प्रतापगढ़,16763.0,163.0,2.0
र मपरु,14618.0,153.0,2.0
लसद्ध थ ुनगर,11527.0,102.0,2.0
सोनभद्र,18681.0,257.0,2.0
बललय,22519.0,246.0,1.0
चचत्रकट,7801.0,79.0,1.0
हापड़ु,15201.0,224.0,1.0
कौश म्बी,4881.0,72.0,1.0
कुशीनगर,16243.0,235.0,1.0
शामली,16710.0,48.0,1.0
सीत परु,15769.0,189.0,1.0
बागपत,11078.0,144.0,0.0
बलर मपरु,8126.0,139.0,0.0
बहर इच,13419.0,178.0,0.0
बबजनौर,18298.0,139.0,0.0
एट,12108.0,100.0,0.0
ह थरस,3724.0,43.0,0.0
क नपरु देह त,7128.0,111.0,0.0
महोब,4476.0,89.0,0.0
मऊ,8941.0,86.0,0.0
लमर् ुपरु,11961.0,126.0,0.0
सतं कबीर नगर,8855.0,101.0,0.0
