District,Recovered,Deceased,Active
लखनऊ,293218,2694,454
गोरखपरु,65666,866,235
गौतम बिु नगर,97453,490,212
बाराबकंी,23524,225,118
लखीमपरु-खीरी,29835,299,118
गाज़ियाबाद,84121,473,111
राय बरेली,21185,347,83
िाराणसी,97423,988,79
प्रयागराज,87210,1108,78
झासी,43784,675,66
लललतपरु,14628,134,65
हरदोई,17175,367,59
मरेठ,87984,931,52
कानपरु नगर,91418,1923,50
आगरा,35622,464,49
सलु्तानपरु,16805,144,47
आजमगढ़,19384,235,41
कुशीनगर,16186,235,39
जौनपरु,24318,244,35
उन्नाव,16836,257,35
अम्बडेकर नगर,5908,162,32
फतहेपरु,8253,141,29
महाराजगजं,14637,146,29
प्रतापगढ़,16684,163,28
अमरोहा,19264,207,26
देवररया,22366,230,26
शाहजहांपरु,24379,447,25
एटा,12079,100,24
कन्नौज,10782,125,22
बागपत,11026,143,21
जालौन,13826,208,21
सहारनपरु,38336,426,21
क्रिरोजाबाद,10529,136,20
मथरुा,25550,406,20
बरेली,50063,377,19
कौशाम्बी,4857,72,18
सभंल,11007,109,18
सोनभद्र,18626,257,18
बलुदंशहर,26301,252,17
मनैपरुी,11455,189,17
बादा,12031,166,16
सतं कबीर नगर,8828,101,16
अलीगढ,25455,113,15
