District,Recovered,Deceased,Active
बहराइच,13394,178,15
फरु्रखाबाद,11865.0,197.0,15.0
इटावा,15760.0,296.0,14.0
हमीरपरु,6037.0,102.0,14.0
अयोध्या,18656.0,293.0,12.0
बस्ती,12773.0,336.0,12.0
गोंडा,14098.0,284.0,12.0
महोबा,4458.0,88.0,12.0
पीलीभीत,12713.0,205.0,12.0
सीतापरु,15739.0,187.0,11.0
अमठेी,11471.0,145.0,9.0
लसद्धाथ ुनगर,11515.0,102.0,9.0
भदोही,8461.0,165.0,8.0
चचत्रकूट,7745.0,79.0,8.0
मजुफ्फरनगर,38307.0,277.0,8.0
औरैय्या,10775.0,211.0,7.0
बललया,22507.0,245.0,7.0
बबजनौर,18276.0,139.0,7.0
गाजीपरु,23862.0,295.0,7.0
मऊ,8926.0,86.0,7.0
बलरामपरु,8106.0,139.0,6.0
हापड़ु,15182.0,224.0,6.0
रामपरु,14599.0,153.0,6.0
चदंौली,17522.0,378.0,5.0
शामली,16686.0,48.0,5.0
कानपरु देहात,7121.0,110.0,4.0
श्रावस्ती,5231.0,41.0,3.0
बदाय,17909.0,101.0,2.0
हाथरस,3714.0,43.0,2.0
कासगजं,4879.0,55.0,2.0
मरुादाबाद,46066.0,367.0,2.0
लमर्ाुपरु,11949.0,126.0,1.0
