"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16929","16649","16","264"
"2","Chengalpattu","174084","170915","635","2534"
"3","Chennai","558637","548838","1183","8616"
"4","Coimbatore","250805","247055","1279","2471"
"5","Cuddalore","64431","63480","79","872"
"6","Dharmapuri","28851","28471","101","279"
"7","Dindigul","33258","32555","52","651"
"8","Erode","106600","105147","754","699"
"9","Kallakurichi","31570","31331","29","210"
"10","Kancheepuram","75695","74210","220","1265"
"11","Kanyakumari","62831","61671","103","1057"
"12","Karur","24685","24151","172","362"
"13","Krishnagiri","43887","43438","95","354"
"14","Madurai","75552","74281","88","1183"
"15","Mayiladuthurai","23381","23035","28","318"
"16","Nagapattinam","21361","20933","71","357"
"17","Namakkal","53719","52721","488","510"
"18","Nilgiris","34152","33774","162","216"
"19","Perambalur","12109","11851","13","245"
"20","Pudukottai","30340","29895","26","419"
"21","Ramanathapuram","20637","20259","19","359"
"22","Ranipet","43585","42764","46","775"
"23","Salem","101560","99342","506","1712"
"24","Sivagangai","20420","20151","59","210"
"25","Tenkasi","27395","26903","6","486"
"26","Thanjavur","76166","74997","171","998"
"27","Theni","43609","43076","12","521"
"28","Thirupathur","29399","28747","25","627"
"29","Thiruvallur","120339","118190","299","1850"
"30","Thiruvannamalai","55215","54497","48","670"
"31","Thiruvarur","41898","41360","78","460"
"32","Thoothukudi","56510","56064","35","411"
"33","Tirunelveli","49673","49171","69","433"
"34","Tiruppur","97456","95829","626","1001"
"35","Trichy","78541","77232","225","1084"
"36","Vellore","50252","48958","152","1142"
"37","Villupuram","46034","45629","48","357"
"38","Virudhunagar","46404","45835","20","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,30,516","26,85,946","8,041","36,529"
