,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-02-04,TT,Andaman and Nicobar Islands,,,,10751,129,10618,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
1,2023-02-04,TT,Andhra Pradesh,,,,2339084,14733,2324349,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
2,2023-02-04,TT,Arunachal Pradesh,,,,66891,296,66595,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
3,2023-02-04,TT,Assam,,,,746100,8035,738065,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
4,2023-02-04,TT,Bihar,,,,851415,12303,839108,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
5,2023-02-04,TT,Chandigarh,,,,99361,1181,98179,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
6,2023-02-04,TT,Chhattisgarh,,,,1177778,14146,1163630,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
7,2023-02-04,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11591,4,11587,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
8,2023-02-04,TT,Delhi,,,,2007394,26522,1980862,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
9,2023-02-04,TT,Goa,,,,259122,4013,255103,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
10,2023-02-04,TT,Gujarat,,,,1277657,11046,1266602,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
11,2023-02-04,TT,Haryana,,,,1056681,10714,1045936,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
12,2023-02-04,TT,Himachal Pradesh,,,,312706,4213,308491,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
13,2023-02-04,TT,Jammu and Kashmir,,,,479459,4785,474659,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
14,2023-02-04,TT,Jharkhand,,,,442574,5331,437243,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
15,2023-02-04,TT,Karnataka,,,,4073005,40309,4032554,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
16,2023-02-04,TT,Kerala,,,,6829810,71578,6757036,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
17,2023-02-04,TT,Ladakh,,,,29419,231,29188,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
18,2023-02-04,TT,Lakshadweep,,,,11415,52,11363,,,2023-02-04 17:55:23.613322,,,,44683250,530745,44150713,916083019,2205609051
