"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","2348","1018","1179","2","155"
"Bageshwar","1396","695","650","0","55"
"Chamoli","1725","792","870","1","64"
"Champawat","1297","625","655","0","20"
"Dehradun","23763","9220","14387","50","241"
"Haridwar","9717","5544","4057","9","137"
"Nainital","9115","5178","3980","8","19"
"Pauri Garhwal","3677","632","2181","8","863"
"Pithoragarh","1564","581","902","2","91"
"Rudraprayag","1265","316","876","0","73"
"Tehri Garhwal","1635","389","1064","0","189"
"U.S. Nagar","6805","4790","1809","3","227"
"Uttarkashi","868","491","270","0","109"
"Total","65175","30271","32880","83","2243"
