"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","763","96","29204","19","2348","31552","1044"
"Bageshwar","439","951","16786","127","1396","18182","272"
"Chamoli","301","236","17271","6","1725","18996","249"
"Champawat","910","526","23060","30","1297","24357","603"
"Dehradun","6653","6826","133602","1016","23763","157365","1239"
"Haridwar","5286","3930","158820","337","9717","168537","1146"
"Nainital","680","906","30465","397","9115","39580","115"
"Pauri Garhwal","1229","1229","28489","89","3677","32166","546"
"Pithoragarh","229","286","18200","127","1564","19764","605"
"Rudraprayag","418","693","10973","252","1265","12238","480"
"Tehri Garhwal","254","491","12790","85","1635","14425","377"
"US Nagar","1585","1490","60486","384","6805","67291","534"
"Uttarkashi","338","241","12495","35","868","13363","450"
"Total","19085","17901","552641","2904","65175","617816","7660"
