"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16893","16597","34","262"
"2","Chengalpattu","172764","169427","818","2519"
"3","Chennai","556166","546373","1220","8573"
"4","Coimbatore","248177","244584","1158","2435"
"5","Cuddalore","64272","63244","158","870"
"6","Dharmapuri","28622","28174","171","277"
"7","Dindigul","33152","32450","53","649"
"8","Erode","105152","103661","799","692"
"9","Kallakurichi","31483","31160","113","210"
"10","Kancheepuram","75282","73731","290","1261"
"11","Kanyakumari","62595","61343","202","1050"
"12","Karur","24342","23765","217","360"
"13","Krishnagiri","43716","43233","133","350"
"14","Madurai","75352","74044","129","1179"
"15","Mayiladuthurai","23321","22972","33","316"
"16","Nagapattinam","21195","20742","101","352"
"17","Namakkal","52777","51812","462","503"
"18","Nilgiris","33790","33386","191","213"
"19","Perambalur","12089","11824","21","244"
"20","Pudukottai","30262","29774","71","417"
"21","Ramanathapuram","20592","20214","19","359"
"22","Ranipet","43500","42674","51","775"
"23","Salem","100577","98311","576","1690"
"24","Sivagangai","20310","20002","100","208"
"25","Tenkasi","27378","26867","26","485"
"26","Thanjavur","75763","74412","368","983"
"27","Theni","43591","43052","18","521"
"28","Thirupathur","29353","28685","42","626"
"29","Thiruvallur","119776","117594","339","1843"
"30","Thiruvannamalai","55089","54316","105","668"
"31","Thiruvarur","41690","41036","203","451"
"32","Thoothukudi","56417","55917","91","409"
"33","Tirunelveli","49519","48964","122","433"
"34","Tiruppur","96209","94574","650","985"
"35","Trichy","77989","76553","371","1065"
"36","Vellore","50019","48733","152","1134"
"37","Villupuram","45955","45513","86","356"
"38","Virudhunagar","46354","45751","55","548"
"39","Airport Surveillance 
(International)","1029","1025","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,14,025","26,68,001","9,751","36,273"
