"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2050","17","1","0"
"East Jaintia Hills","0","0","0","2627","38","0","0"
"East Khasi Hills","2","0","0","47141","1075","9","0"
"Eastern West Khasi Hills","0","0","0","141","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","3","2","0","10352","99","14","2"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","0","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","1","0","0","10741","80","16","6"
"West Jaintia Hills","0","0","0","7193","139","1","0"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","6","2","0","93919","1594","41","8"
