"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1","107","61622","0","4512","66128","1"
"Bageshwar","0","3","33948","0","2088","36032","0"
"Chamoli","56","46","46344","0","3197","49539","26"
"Champawat","264","47","59291","0","1909","61197","53"
"Dehradun","359","369","356823","2","32887","389575","70"
"Haridwar","174","183","301825","5","13086","314881","13"
"Nainital","141","197","77444","1","11311","88685","18"
"Pauri Garhwal","113","145","90690","0","5265","95948","36"
"Pithoragarh","58","157","39204","0","2558","41750","15"
"Rudraprayag","32","19","26347","0","2702","29049","7"
"Tehri Garhwal","77","113","33073","1","2352","35418","19"
"US Nagar","82","39","130764","0","8783","139523","29"
"Uttarkashi","108","10","36186","0","1639","37823","23"
"Total","1465","1435","1293561","9","92289","1385548","310"
