,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-03,DL,Central Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
1,1,2021-12-03,DL,East Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
2,2,2021-12-03,DL,New Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
3,3,2021-12-03,DL,North Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
4,4,2021-12-03,DL,North East Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
5,5,2021-12-03,DL,North West Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
6,6,2021-12-03,DL,Shahdara,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
7,7,2021-12-03,DL,South Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
8,8,2021-12-03,DL,South East Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
9,9,2021-12-03,DL,South West Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
10,10,2021-12-03,DL,West Delhi,,,,,,,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
11,11,2021-12-03,DL,Unknown,,,,1441244.0,25098.0,1415814.0,,2021-12-04 11:55:15.875049,,,,1441244,25098,1415814,31100447
