,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10741,10612,129,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,990746,347590,353105,290051,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,2,2,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339040,2324286,14733,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,110515447,44700627,47570752,18244068,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,3,13,100,116,1,13,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66885,66589,296,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,1898551,959341,818828,120382,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,1,1,2,0,1,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746099,738059,8035,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,50226103,24807604,22106757,3311742,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,6,95,50,151,1,6,0,,,1332900000,Assam,34293000
4,Bihar,851320,838989,12302,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,157027035,73439074,67822955,15765006,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,195,910,1260,2365,5,5,0,,,1332900000,Bihar,119520000
5,Chandigarh,99328,98141,1181,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,2280073,1184769,984853,110451,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,0,0,3,3,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177702,1163527,14145,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,49001641,21261340,20299210,7441091,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,37,220,670,927,7,13,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11586,4,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,1578019,782222,636760,159037,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2006859,1980215,26516,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,37335795,18288745,15702684,3344366,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,1,2,3,10,26,0,,,1332900000,Delhi,19814000
9,Goa,258969,254901,4013,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,2871989,1439766,1295216,137007,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,1,0,1,2,9,7,0,,,1332900000,Goa,1540000
10,Gujarat,1277335,1266013,11042,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,127593923,54380987,53992192,19220744,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,15,108,1200,1323,12,29,0,,,1332900000,Gujarat,67936000
11,Haryana,1056461,1045664,10713,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,45430586,23669942,19820421,1940223,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,10,36,44,90,11,14,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312529,308292,4211,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,15207561,6643828,6316275,2247458,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,8,8,4,1,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479336,474527,4785,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,24713350,11370325,11763554,1579471,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,3,107,104,214,4,1,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442557,437215,5331,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,43502228,23911442,17680176,1910610,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,89,1149,434,1672,0,1,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4070704,4028777,40302,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,120675017,55149639,55286879,10238499,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,42,43,567,652,62,46,0,,,1332900000,Karnataka,65798000
16,Kerala,6824999,6751596,71458,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,57447610,29144657,25251613,3051340,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,5,7,14,26,160,213,15,,,1332900000,Kerala,35125000
17,Ladakh,29400,29165,231,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,562495,238232,203682,120581,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,0,0,2,1,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,143946,61802,60446,21698,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,0,0,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8135010,7985786,148403,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,177531601,91629675,76508745,9393181,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,29,46,52,127,119,156,1,,,1332900000,Maharashtra,122153000
20,Manipur,139906,137750,2149,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,3260945,1648106,1335531,277308,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,1,13,14,2,5,0,,,1332900000,Manipur,3103000
21,Meghalaya,96775,95147,1624,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,2618650,1446109,1086560,85981,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,4,7,11,22,2,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238932,238187,726,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,1788516,894100,748524,145892,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,1,1,2,4,3,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1054888,1044082,10776,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,133538683,60743285,59197094,13598304,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,10,11,29,50,4,10,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35986,35204,782,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,1736270,923409,743901,68960,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,2,0,2,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1336382,1327039,9204,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,81436057,35249662,32999813,13186582,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,2,17,251,270,4,6,0,,,1332900000,Odisha,43671000
26,Puducherry,175477,173487,1975,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,2259781,994064,863777,401940,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,1,4,2,7,1,6,0,,,1332900000,Puducherry,1504000
27,Punjab,784098,764748,19289,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,46934602,24149192,20962774,1822636,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,20,60,75,155,6,4,0,,,1332900000,Punjab,29859000
28,Rajasthan,1315084,1305208,9651,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,115057239,56991596,50828181,7237462,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,161,780,705,1646,35,38,1,,,1332900000,Rajasthan,77264000
29,Sikkim,44310,43806,499,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,1357800,591843,554567,211390,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,4,4,0,1,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3593771,3555171,38049,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,127310794,61183444,57126071,9001279,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,140,669,2706,3515,58,85,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,840983,836668,4111,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,77119078,32434277,31520736,13164065,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,36,48,272,356,8,47,0,,,1332900000,Telangana,37220000
32,Tripura,108031,107087,940,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,5907538,2916092,2520093,471353,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,0,0,2,2,2,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2127962,2104147,23631,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,390397653,176943479,168766089,44688085,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,60,578,420,1058,9,23,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,449261,441479,7751,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,20014184,9113846,8719152,2181186,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,2,4,52,58,3,2,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2118397,2096658,21531,2022-11-19,TT,44668523,530570,44131171,2022-11-19 21:29:45.977249,903809991,2022-11-18 00:00:00,259451,2198529993,1026989909,950586537,220953547,155902898,73518020,66680985,15703893,https://www.icmr.gov.in/,556,17,791,56498,19412,5984,81894,5,162,205,372,8,25,0,,,1332900000,West Bengal,96906000
