District,Recovered,Deceased,Active
गौतम बिु नगर,99782,490,771
गाज़ियाबाद,85067,473,375
लखनऊ,294197,2694,116
आगरा,35811,465,58
मरेठ,88129,932,54
कानपरु नगर,91526,1923,45
िाराणसी,97600,988,45
प्रयागराज,87410,1116,22
कन्नौज,10828,126,19
लललतपरु,14771,134,17
हमीरपरु,6081,102,12
अम्बडेकर नगर,5960,167,10
झासी,43901,675,10
मथरुा,25596,406,10
उन्नाव,16916,257,9
अमरोहा,19298,208,8
इटावा,15780,296,8
क्रिरोजाबाद,10572,136,8
कुशीनगर,16233,235,8
मरुादाबाद,46075,368,8
बलुदंशहर,26353,253,7
चदंौली,17538,379,7
फरु्रखाबाद,11881,197,7
गोरखपरु,65968,866,7
अलीगढ,25488,113,6
गोंडा,14151,285,6
रामपरु,14610,153,6
आजमगढ़,19443,235,5
जौनपरु,24380,244,5
लखीमपरु-खीरी,30025,300,5
राय बरेली,21335,348,5
औरैय्या,10791,211,4
हरदोई,17285,371,4
जालौन,13858,209,4
मनैपरुी,11486,189,4
लमर्ाुपरु,11956,126,4
शामली,16696,48,4
बाराबकंी,23709,227,3
बरेली,50104,377,3
हापड़ु,15196,224,3
महाराजगजं,14736,146,3
सहारनपरु,38381,428,3
बबजनौर,18290,139,2
