"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16933","16660","9","264"
"2","Chengalpattu","174560","171437","582","2541"
"3","Chennai","559705","549742","1329","8634"
"4","Coimbatore","251811","248173","1149","2489"
"5","Cuddalore","64484","63541","69","874"
"6","Dharmapuri","28912","28552","81","279"
"7","Dindigul","33290","32591","47","652"
"8","Erode","107065","105755","605","705"
"9","Kallakurichi","31586","31350","26","210"
"10","Kancheepuram","75870","74393","212","1265"
"11","Kanyakumari","62941","61758","124","1059"
"12","Karur","24811","24292","155","364"
"13","Krishnagiri","43997","43515","127","355"
"14","Madurai","75606","74350","70","1186"
"15","Mayiladuthurai","23408","23061","28","319"
"16","Nagapattinam","21401","20986","58","357"
"17","Namakkal","54104","53126","462","516"
"18","Nilgiris","34292","33920","154","218"
"19","Perambalur","12115","11858","12","245"
"20","Pudukottai","30365","29917","27","421"
"21","Ramanathapuram","20648","20270","19","359"
"22","Ranipet","43641","42805","58","778"
"23","Salem","101955","99767","470","1718"
"24","Sivagangai","20458","20190","58","210"
"25","Tenkasi","27402","26906","10","486"
"26","Thanjavur","76281","75145","135","1001"
"27","Theni","43614","43085","8","521"
"28","Thirupathur","29431","28771","33","627"
"29","Thiruvallur","120545","118413","278","1854"
"30","Thiruvannamalai","55279","54536","70","673"
"31","Thiruvarur","41967","41422","84","461"
"32","Thoothukudi","56536","56091","33","412"
"33","Tirunelveli","49710","49230","46","434"
"34","Tiruppur","97918","96310","603","1005"
"35","Trichy","78700","77412","197","1091"
"36","Vellore","50335","49062","132","1141"
"37","Villupuram","46058","45668","32","358"
"38","Virudhunagar","46414","45850","15","549"
"39","Airport Surveillance 
(International)","1034","1029","4","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,36,695","26,92,451","7,611","36,633"
