Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-06-30,JK,Srinagar,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,102891,908,101871,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Baramulla,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,37680,304,37370,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Budgam,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,34861,237,34619,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Pulwama,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,18431,201,18228,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Kupwara,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,21776,174,21597,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Anantnag,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,22438,219,22216,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Bandipora,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,13689,119,13569,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Ganderbal,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,13630,84,13543,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Kulgam,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,16331,119,16209,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Shopiyan,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,6307,60,6247,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Jammu,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,76875,1227,75342,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Udhampur,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,14792,147,14637,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Rajouri,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,12817,249,12564,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Doda,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,11535,144,11391,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Kathua,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,11433,166,11256,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Samba,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,9114,125,8975,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Kishtwar,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,5897,46,5849,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Punch,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,7749,110,7631,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Ramban,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,8139,69,8070,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
2022-06-30,JK,Reasi,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-06-30 19:55:54.488220,2022-06-30 17:00:00+05:30,https://twitter.com/diprjk,,455089,4756,449840,25766300,
