"","COVID-19 STATUS AS ON 10/09/2022","","","","","","","","","","","","","",""
"SNo.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","0","0","1","0","1","0","1","13119","10814","23933","29","6","23734","170"
"2","KARGIL","0","0","0","0","0","0","0","4221","1116","5337","0","0","5277","60"
"","Total","0","0","1","0","1","0","1","17340","11930","29270","29","6","29011","230"
