"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19322","17943","1114","265"
"2","Chengalpattu","225694","209524","13547","2623"
"3","Chennai","732387","688802","34643","8942"
"4","Coimbatore","314680","286890","25222","2568"
"5","Cuddalore","72637","68879","2874","884"
"6","Dharmapuri","34932","31894","2756","282"
"7","Dindigul","36663","34390","1617","656"
"8","Erode","127028","117540","8763","725"
"9","Kallakurichi","35916","33902","1802","212"
"10","Kancheepuram","91667","86198","4182","1287"
"11","Kanyakumari","82758","74042","7638","1078"
"12","Karur","28618","26522","1726","370"
"13","Krishnagiri","57298","50778","6153","367"
"14","Madurai","89506","84224","4067","1215"
"15","Mayiladuthurai","25924","24509","1093","322"
"16","Nagapattinam","24640","22798","1474","368"
"17","Namakkal","65048","59439","5083","526"
"18","Nilgiris","40407","37842","2342","223"
"19","Perambalur","14212","13356","608","248"
"20","Pudukottai","33636","31686","1527","423"
"21","Ramanathapuram","24102","22573","1163","366"
"22","Ranipet","52485","48372","3328","785"
"23","Salem","122057","111623","8688","1746"
"24","Sivagangai","23028","21896","917","215"
"25","Tenkasi","32277","29342","2446","489"
"26","Thanjavur","89889","82699","6164","1026"
"27","Theni","49890","46610","2751","529"
"28","Thirupathur","34908","32041","2238","629"
"29","Thiruvallur","143426","136197","5317","1912"
"30","Thiruvannamalai","65298","60630","3987","681"
"31","Thiruvarur","46634","44185","1982","467"
"32","Thoothukudi","64097","61242","2419","436"
"33","Tirunelveli","61122","56782","3897","443"
"34","Tiruppur","122248","109037","12171","1040"
"35","Trichy","92292","86432","4724","1136"
"36","Vellore","56669","54316","1191","1162"
"37","Villupuram","53272","49725","3183","364"
"38","Virudhunagar","55800","51930","3318","552"
"39","Airport Surveillance 
(International)","1221","1206","14","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","33,45,220","31,09,526","1,98,130","37,564"
