Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-02-12,GJ,Ahmedabad,2022-02-12 23:55:29.158782,,,380832,3600,0,371078,6406887,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Amreli,2022-02-12 23:55:29.158782,,,12844,105,0,12676,744473,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Anand,2022-02-12 23:55:29.158782,,,15281,53,0,14965,730330,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Aravalli,2022-02-12 23:55:29.158782,,,5644,81,0,5468,470237,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Banaskantha,2022-02-12 23:55:29.158782,,,17908,166,0,17223,1125954,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Bharuch,2022-02-12 23:55:29.158782,,,17176,144,0,16954,659806,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Bhavnagar,2022-02-12 23:55:29.158782,,,29153,356,0,28669,1455396,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Botad,2022-02-12 23:55:29.158782,,,2353,47,0,2301,311524,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Chhota Udaipur,2022-02-12 23:55:29.158782,,,3733,38,0,3629,346923,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Dahod,2022-02-12 23:55:29.158782,,,11197,44,0,11061,918273,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
2022-02-12,GJ,Dang,2022-02-12 23:55:29.158782,,,1168,18,0,1075,105963,2022-02-12 23:55:29.157943,2022-02-12 23:55:29.159115,,,1213854,10792,1187090,0,38882077
