Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Ahmedabad,1,0,7,2712686,4723,14063,0,0,0,0,0,0,0,7208200,2021-12-08 10:34:48.174163,,,238312,3411,234875,5269178,5914278,3270030,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,9184308.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Amreli,0,0,0,376368,362,1520,0,0,0,0,0,0,0,1513614,2021-12-08 10:34:48.174163,,,10810,102,10708,588633,921916,512572,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,1434488.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Anand,0,0,0,356436,983,1981,0,0,0,0,0,0,0,2090276,2021-12-08 10:34:48.174163,,,9631,49,9580,528287,1438853,889129,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,2327982.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Aravalli,0,0,0,235398,3,52,0,0,0,0,0,0,0,1051746,2021-12-08 10:34:48.174163,,,5186,78,5108,357580,716525,490160,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,1206685.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Banaskantha,0,0,0,605076,966,2329,0,0,0,0,0,0,0,3116045,2021-12-08 10:34:48.174163,,,13631,162,13469,823603,2124412,1074916,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,3199328.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Bharuch,0,0,0,350426,636,1556,0,0,0,0,0,0,0,1550822,2021-12-08 10:34:48.174163,,,11426,118,11308,506483,1196317,623816,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,1820133.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Bhavnagar,0,0,0,788090,515,1389,0,0,0,0,0,0,0,2877961,2021-12-08 10:34:48.174163,,,21446,301,21143,1180924,1660931,904723,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,2565654.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Botad,0,0,0,153500,26,408,0,0,0,0,0,0,0,656005,2021-12-08 10:34:48.174163,,,2218,42,2176,252059,377303,214456,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,591759.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Chhota Udaipur,0,0,0,168296,64,251,0,0,0,0,0,0,0,1071831,2021-12-08 10:34:48.174163,,,3395,38,3357,262134,634996,400237,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,1035233.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Dahod,0,0,0,477597,43,598,0,0,0,0,0,0,0,2126558,2021-12-08 10:34:48.174163,,,9955,38,9917,695856,1498426,578271,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,2076697.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Dang,0,0,0,50521,47,5,0,0,0,0,0,0,0,226769,2021-12-08 10:34:48.174163,,,866,18,848,82442,152194,55536,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,207730.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Devbhumi Dwarka,0,0,0,156865,15,38,0,0,0,0,0,0,0,752484,2021-12-08 10:34:48.174163,,,4175,82,4093,237289,499835,284847,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,784682.0,0
2021-10-24,GJ,-146.0,-3.0,-139.0,32401.0,19480,54974,0,0,0,0,0,0,0,Gandhinagar,0,0,0,529144,107,563,0,0,0,0,0,0,0,1387478,2021-12-08 10:34:48.174163,,,20754,205,20549,821742,1170087,669875,2021-12-08 10:34:48.172648,67936000,2021-12-08 10:34:48.174558,,,826256,10084,816008,30599574,44400001,24311936,68711937.0,74454.0,1839962.0,0
