Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-10-24,Arunachal Pradesh,Anjaw,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1068,3,1065,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Changlang,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3804,22,3777,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,East Kameng,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1094,0,1094,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,East Siang,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3202,17,3173,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Kamle,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,512,0,512,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Kra Daadi,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Kurung Kumey,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,511,0,510,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Lepa Rada,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,874,1,870,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Lohit,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2876,3,2848,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
2021-10-24,Arunachal Pradesh,Longding,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,751,26,749,0,2021-10-24 19:00:00+05:30,2021-10-24 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55089,280,54677,1168608
