"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4337","3878","93","4","368"
"Bageshwar","2051","1950","24","0","81"
"Chamoli","3062","2721","240","3","100"
"Champawat","1803","1317","468","1","20"
"Dehradun","31713","29584","1752","152","360"
"Haridwar","12563","12049","304","22","218"
"Nainital","11058","10899","163","29","37"
"Pauri Garhwal","5083","3500","605","16","969"
"Pithoragarh","2452","2182","147","4","131"
"Rudraprayag","2623","2462","38","1","122"
"Tehri Garhwal","2273","1912","51","5","312"
"U.S. Nagar","8657","8309","108","5","259"
"Uttarkashi","1562","1354","50","4","156"
"Total","89237","82117","4043","246","3133"
