"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","88","89","62425","0","4518","66937","55"
"Bageshwar","12","13","33996","0","2088","36080","2"
"Chamoli","69","56","46947","0","3200","50145","58"
"Champawat","122","9","60669","0","1911","62577","29"
"Dehradun","498","362","361960","9","33021","394846","83"
"Haridwar","192","195","303974","2","13106","317050","5"
"Nainital","378","381","80545","0","11332","91807","95"
"Pauri Garhwal","76","93","92372","0","5271","97636","10"
"Pithoragarh","95","17","39757","0","2559","42304","56"
"Rudraprayag","26","24","26697","0","2702","29399","11"
"Tehri Garhwal","113","106","34229","2","2357","36579","66"
"US Nagar","635","163","132505","0","8793","141274","75"
"Uttarkashi","106","217","37197","1","1642","38837","23"
"Total","2410","1725","1313273","14","92500","1405471","568"
