District,Recovered,Deceased,Active
लखनऊ,294620,2694,181
गौतम बिु नगर,101981,490,147
गाज़ियाबाद,86109,473,58
िाराणसी,97720,988,52
हमीरपरु,6183,102,34
झ सी,43995,675,33
हरदोई,17311,373,25
मह र जगजं,14759,146,22
प्रय गर ज,87502,1118,22
कानपरु नगर,91642,1923,20
लखीमपरु-खीरी,30040,300,17
अमरोह,19298,208,16
बलुदंशहर,26403,254,15
सलु्त नपरु,16882,144,15
ब र बकंी,23721,227,14
उन्न व,16935,257,14
मनैपरुी,11508,189,13
जौनपरु,24406,244,12
र य बरेली,21388,348,12
श हजह ंपरु,24413,447,11
इट व,15786,296,10
क्रिरोजाबाद,10603,136,10
गोरखपरु,65991,866,10
कन्नौज,10859,126,10
लललतपरु,14891,134,9
फतहेपरु,8350,141,8
फरु्रख ब द,11883,197,7
अलीगढ,25513,113,6
चदंौली,17567,380,6
मथरु,25644,406,6
मरेठ,88215,932,6
मरुादाबाद,46105,368,6
सभंल,11032,109,6
अम्बडेकर नगर,5970,167,5
औरैय्य,10814,211,5
ब द,12145,169,5
श्र वस्ती,5239,42,5
आगरा,35992,465,4
बस्ती,12809,337,4
गाजीपरु,23879,295,4
ज लौन,13895,209,4
आजमगढ़,19460,235,3
भदोही,8489,166,3
