"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20204","19928","9","267"
"2","Chengalpattu","251191","248242","291","2658"
"3","Chennai","787220","775906","2245","9069"
"4","Coimbatore","338648","335509","521","2618"
"5","Cuddalore","75566","74568","103","895"
"6","Dharmapuri","36736","36418","35","283"
"7","Dindigul","38672","37963","44","665"
"8","Erode","135551","134530","287","734"
"9","Kallakurichi","36912","36690","7","215"
"10","Kancheepuram","97728","96405","21","1302"
"11","Kanyakumari","89142","87905","152","1085"
"12","Karur","30154","29758","24","372"
"13","Krishnagiri","61649","61072","206","371"
"14","Madurai","92872","91574","62","1236"
"15","Mayiladuthurai","27237","26837","70","330"
"16","Nagapattinam","25894","25500","19","375"
"17","Namakkal","69453","68831","88","534"
"18","Nilgiris","42724","42476","22","226"
"19","Perambalur","14886","14609","28","249"
"20","Pudukottai","35143","34700","17","426"
"21","Ramanathapuram","24975","24594","13","368"
"22","Ranipet","55992","55182","23","787"
"23","Salem","130823","128794","267","1762"
"24","Sivagangai","24956","24688","49","219"
"25","Tenkasi","33804","33303","11","490"
"26","Thanjavur","93375","92287","47","1041"
"27","Theni","51774","51216","25","533"
"28","Thirupathur","36001","35344","24","633"
"29","Thiruvallur","152788","150808","40","1940"
"30","Thiruvannamalai","68116","67421","10","685"
"31","Thiruvarur","48901","48398","30","473"
"32","Thoothukudi","67020","66544","28","448"
"33","Tirunelveli","65635","65114","76","445"
"34","Tiruppur","131575","130393","130","1052"
"35","Trichy","97667","96426","80","1161"
"36","Vellore","57974","56758","53","1163"
"37","Villupuram","56074","55654","53","367"
"38","Virudhunagar","59147","58540","52","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1165","1161","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,67,160","35,23,858","5,268","38,034"
