District,Recovered,Deceased,Active
लखनऊ,285870,2678,4280
झ सी,41732,670,1930
गौतम बिु नगर,94561,488,1465
िाराणसी,95446,984,1065
लखीमपरु-खीरी,28289,298,913
प्रय गर ज,85657,1101,908
गाज़ियाबाद,82524,473,836
र य बरेली,20044,345,624
गोरखपरु,64844,861,613
मरेठ,87119,928,585
श हजह परु,23416,446,544
कानपरु नगर,90402,1921,497
सीत परु,14873,187,462
बरेली,49340,377,458
ज लौन,13116,205,435
आगरा,34782,464,432
बलुदंशहर,25656,249,422
ब र बकी,22898,226,375
पीलीभीत,12149,202,372
हरदोई,16351,362,359
बद य,17332,101,344
उन्न व,16314,256,324
ससद्ध र् नगर,11019,102,322
लसलतपरु,13986,130,314
मजुफ्फरनगर,37874,276,295
आजमगढ़,18981,234,294
गाजीपरु,23454,290,281
जौनपरु,23835,243,272
देवररय,21875,227,264
कन्नौज,10298,119,254
मह र जगज,13997,145,250
बबजनौर,17940,135,237
फतहेपरु,7779,141,235
सोनभद्र,18234,255,233
सलु्त नपरु,16398,144,225
सहारनपरु,38019,425,224
अलीगढ,25103,113,223
बहर इच,12964,178,216
ब द,11689,163,212
अमरोह,18944,205,206
मरुादाबाद,45770,365,194
अम्बडेकर नगर,5601,158,187
भदोही,8159,164,186
