District,Recovered,Deceased,Active
हमीरपरु,5711,102,183
मर्रु,25217.0,406.0,179.0
गोंड,13742.0,280.0,175.0
हापड़ु,14950.0,222.0,164.0
क नपरु देह त,6788.0,110.0,160.0
शामली,16450.0,48.0,160.0
चदौली,17285.0,374.0,146.0
फर्रख ब द,11661.0,196.0,145.0
एट,11902.0,100.0,138.0
कुशीनगर,15958.0,233.0,135.0
प्रतापगढ़,16426.0,163.0,130.0
बस्ती,12575.0,334.0,118.0
अमठेी,11160.0,145.0,115.0
इट व,15541.0,295.0,113.0
बसलय,22381.0,245.0,100.0
समर् परु,11800.0,120.0,100.0
चचत्रकट,7596.0,79.0,96.0
क्रिरोजाबाद,10375.0,136.0,96.0
कौश म्बी,4674.0,72.0,91.0
अयोध्य,18454.0,292.0,81.0
औरैय्य,10628.0,210.0,80.0
बागपत,10890.0,140.0,80.0
र मपरु,14475.0,152.0,80.0
श्र वस्ती,4969.0,39.0,74.0
मनैपरुी,11330.0,189.0,73.0
सत कबीर नगर,8728.0,99.0,72.0
मऊ,8830.0,83.0,64.0
सभल,10921.0,108.0,59.0
महोब,4348.0,88.0,46.0
बलर मपरु,8002.0,139.0,42.0
ह र्रस,3653.0,43.0,42.0
क सगज,4811.0,54.0,21.0
