,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-07-10,MH,Mumbai,,,,1117873,19624,1094496,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
1,2022-07-10,MH,Thane,,,,791031,11929,776843,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
2,2022-07-10,MH,Palghar,,,,166559,3415,162801,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
3,2022-07-10,MH,Raigad,,,,251280,4954,245543,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
4,2022-07-10,MH,Ratnagiri,,,,84913,2548,82262,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
5,2022-07-10,MH,Sindhudurg,,,,57481,1533,55853,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
6,2022-07-10,MH,Pune,,,,1473802,20549,1446783,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
7,2022-07-10,MH,Satara,,,,278833,6718,271790,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
8,2022-07-10,MH,Sangli,,,,227446,5666,221693,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
9,2022-07-10,MH,Kolhapur,,,,220754,5907,214750,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
10,2022-07-10,MH,Solapur,,,,227685,5884,221548,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
11,2022-07-10,MH,Nashik,,,,474362,8912,465051,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
12,2022-07-10,MH,Ahmednagar,,,,378347,7244,370822,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
13,2022-07-10,MH,Jalgaon,,,,149837,2762,146998,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
14,2022-07-10,MH,Nandurbar,,,,46679,963,45685,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
15,2022-07-10,MH,Dhule,,,,50961,670,50193,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
16,2022-07-10,MH,Aurangabad,,,,177396,4288,172719,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
17,2022-07-10,MH,Jalna,,,,66805,1224,65227,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
18,2022-07-10,MH,Beed,,,,109325,2885,106398,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
19,2022-07-10,MH,Latur,,,,105275,2489,102655,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
20,2022-07-10,MH,Parbhani,,,,58624,1279,57335,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
21,2022-07-10,MH,Hingoli,,,,22245,514,21703,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
22,2022-07-10,MH,Nanded,,,,102820,2704,100084,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
23,2022-07-10,MH,Osmanabad,,,,75480,2139,73211,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
24,2022-07-10,MH,Amravati,,,,106180,1624,104481,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
25,2022-07-10,MH,Akola,,,,66498,1470,64895,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
26,2022-07-10,MH,Washim,,,,46382,641,45449,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
27,2022-07-10,MH,Buldhana,,,,92293,836,91288,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
28,2022-07-10,MH,Yavatmal,,,,82182,1820,80279,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
29,2022-07-10,MH,Nagpur,,,,578757,9215,568771,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
30,2022-07-10,MH,Wardha,,,,65826,1408,64361,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
31,2022-07-10,MH,Bhandara,,,,68231,1142,66997,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
32,2022-07-10,MH,Gondia,,,,45491,587,44889,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
33,2022-07-10,MH,Chandrapur,,,,99105,1592,97424,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
34,2022-07-10,MH,Gadchiroli,,,,37122,728,36371,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
35,2022-07-10,MH,Other State,,,,144,113,31,,2022-07-11T12:33:48.714891+05:30,,,,8004024,147976,7837679,82382440,0,0
