"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16843","16532","50","261"
"2","Chengalpattu","171514","168042","969","2503"
"3","Chennai","554323","544274","1508","8541"
"4","Coimbatore","246423","242683","1330","2410"
"5","Cuddalore","64032","62947","218","867"
"6","Dharmapuri","28385","27887","225","273"
"7","Dindigul","33075","32328","102","645"
"8","Erode","104094","102553","859","682"
"9","Kallakurichi","31325","30994","121","210"
"10","Kancheepuram","74873","73276","340","1257"
"11","Kanyakumari","62311","61079","184","1048"
"12","Karur","24031","23487","188","356"
"13","Krishnagiri","43519","42969","203","347"
"14","Madurai","75170","73795","203","1172"
"15","Mayiladuthurai","23264","22840","108","316"
"16","Nagapattinam","21034","20506","185","343"
"17","Namakkal","52112","51101","515","496"
"18","Nilgiris","33511","33078","223","210"
"19","Perambalur","12055","11775","37","243"
"20","Pudukottai","30152","29607","130","415"
"21","Ramanathapuram","20556","20134","65","357"
"22","Ranipet","43401","42523","104","774"
"23","Salem","99709","97422","604","1683"
"24","Sivagangai","20158","19824","128","206"
"25","Tenkasi","27348","26826","38","484"
"26","Thanjavur","75231","73698","563","970"
"27","Theni","43564","43007","37","520"
"28","Thirupathur","29274","28569","80","625"
"29","Thiruvallur","119271","116972","457","1842"
"30","Thiruvannamalai","54916","54044","205","667"
"31","Thiruvarur","41393","40685","269","439"
"32","Thoothukudi","56269","55731","130","408"
"33","Tirunelveli","49340","48766","143","431"
"34","Tiruppur","95195","93511","706","978"
"35","Trichy","77418","75897","464","1057"
"36","Vellore","49820","48519","171","1130"
"37","Villupuram","45828","45350","122","356"
"38","Virudhunagar","46276","45666","62","548"
"39","Airport Surveillance 
(International)","1028","1024","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","26,99,554","26,51,431","12,051","36,072"
