,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
764,2022-05-02,KL,Kasaragod,,,,166553,1389,162917,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
763,2022-05-02,KL,Kannur,,,,348960,4401,345012,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
714,2022-05-02,KL,Wayanad,,,,168295,966,166269,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
742,2022-05-02,KL,Kozhikode,,,,672946,6281,669636,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
749,2022-05-02,KL,Malappuram,,,,647000,6225,642792,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
735,2022-05-02,KL,Palakkad,,,,449725,5715,440892,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
732,2022-05-02,KL,Thrissur,,,,669534,7449,664448,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
731,2022-05-02,KL,Ernakulam,,,,886120,8252,872420,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
716,2022-05-02,KL,Idukki,,,,209085,1498,206088,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
722,2022-05-02,KL,Kottayam,,,,449041,4493,445299,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
721,2022-05-02,KL,Alappuzha,,,,390329,5226,387578,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
730,2022-05-02,KL,Pathanamthitta,,,,267031,2510,261523,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
733,2022-05-02,KL,Kollam,,,,510897,6490,506692,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
729,2022-05-02,KL,Thiruvananthapuram,,,,706758,8429,698641,,2022-05-19T15:32:35.405347+05:30,,,,6542274,69324,6470207,47127707,0,0
