,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
1,2021-11-18,AP,Anantapur,,,,157955,1093,156802,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
2,2021-11-18,AP,Chittoor,,,,247691,1952,245336,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
3,2021-11-18,AP,East Godavari,,,,294454,1290,292576,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
4,2021-11-18,AP,Guntur,,,,178587,1247,177089,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
5,2021-11-18,AP,Krishna,,,,119893,1447,118016,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
6,2021-11-18,AP,Kurnool,,,,124175,854,123307,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
8,2021-11-18,AP,Prakasam,,,,138645,1129,137385,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
9,2021-11-18,AP,S.P.S. Nellore,,,,146703,1053,145359,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
10,2021-11-18,AP,Srikakulam,,,,123304,789,122442,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
11,2021-11-18,AP,Visakhapatnam,,,,158198,1133,157021,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
12,2021-11-18,AP,Vizianagaram,,,,83017,672,82308,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
13,2021-11-18,AP,West Godavari,,,,179418,1120,178107,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
14,2021-11-18,AP,Y.S.R. Kadapa,,,,115803,644,115112,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
16,2021-11-18,AP,Other States,,,,2461,0,2461,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
17,2021-11-18,AP,Other Countries,,,,434,0,434,,2021-11-19 06:06:49.112103,,,,2070738,14423,2053755,30097888
