,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Alipurduar,3,0,4,,1190,3396,0,26.0,0.0,30.0,,15107.0,29667.0,1700000,,,,15664,102,15523,,1011620,445464,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
1,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Bankura,37,0,20,,8282,12377,0,164.0,1.0,138.0,,56172.0,65582.0,3596292,,,,36685,276,36199,,1716379,590659,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
2,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Birbhum,15,0,15,,1154,5313,0,108.0,0.0,108.0,,11629.0,57032.0,3502387,,,,41444,288,41014,,1388714,651742,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
3,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Cooch Behar,15,0,12,,7980,3087,0,87.0,0.0,85.0,,102541.0,33376.0,2822780,,,,29490,97,29274,,1719539,500576,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
4,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Dakshin Dinajpur,28,0,23,,441,3037,0,182.0,0.0,150.0,,10653.0,31322.0,1670931,,,,18315,172,17910,,1105133,424599,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
5,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Darjeeling,34,1,29,,2178,9849,0,218.0,2.0,200.0,,11618.0,61588.0,1842034,,,,57640,546,56804,,1350256,792073,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
6,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Hooghly,45,3,70,,11799,14955,0,487.0,4.0,472.0,,81665.0,109709.0,5520389,,,,87463,1005,85806,,3681882,1590178,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
7,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Howrah,76,1,65,,4404,11666,0,464.0,4.0,450.0,,68889.0,87326.0,4841638,,,,99917,1532,97739,,3136593,1463225,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
8,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Jalpaiguri,17,0,13,,3813,4583,0,90.0,2.0,92.0,,64228.0,40290.0,3869675,,,,42210,583,41497,,1348098,501957,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
9,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Jhargram,3,0,5,,792,2450,0,28.0,0.0,41.0,,13264.0,32981.0,1136548,,,,12236,27,12160,,762335,276247,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
10,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Kalimpong,5,0,4,,52,1875,0,31.0,0.0,30.0,,500.0,9208.0,251642,,,,7106,54,7014,,181868,144890,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
11,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Kolkata,233,5,223,,4395,21831,0,1606.0,21.0,1545.0,,23623.0,139348.0,4486679,,,,326477,5207,319087,,4839222,3342663,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
12,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Malda,5,0,12,,3717,3310,0,96.0,0.0,74.0,,55778.0,41430.0,3997970,,,,33602,187,33306,,2280500,698690,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
13,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Murshidabad,6,0,5,,4605,5519,0,33.0,0.0,35.0,,191074.0,92864.0,7102430,,,,34077,329,33702,,4546248,1179756,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
14,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Nadia,29,1,37,,27607,15746,0,247.0,5.0,269.0,,77790.0,64872.0,5168488,,,,73974,873,72749,,3085760,1037950,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
15,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,North 24 Parganas,161,3,136,,2371,5378,0,974.0,20.0,982.0,,40092.0,44578.0,10082852,,,,331776,4891,325529,,1392562,556240,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
16,2021-11-18,WB,860,14,825,44170,137385,210431,0,5930.0,75.0,5756.0,275622.0,1398382.0,1625205.0,Other State,0,0,0,,0,0,0,0.0,0.0,0.0,,0.0,0.0,0,,,,66,3,63,,0,0,2021-11-19T00:51:25.657106+05:30,96906000,,,,1607516,19355,1580089,19888831,60895552,25393064
