,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Ahmedabad,9,0,3,8495,6003,39490,28,95.0,0.0,27.0,51311.0,37328.0,302607.0,7208200,2021-11-18 19:20:43.529011,,,238493,3411,234952,5404223,6024632,3952825,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
1,1,1,1,1,1,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Amreli,0,0,0,1504,1973,11734,0,0.0,0.0,1.0,6921.0,9246.0,67002.0,1513614,2021-11-18 19:20:43.529011,,,10811,102,10709,606023,944176,680442,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
2,2,2,2,2,2,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Anand,0,0,0,2707,1198,18535,2,1.0,0.0,3.0,12299.0,8695.0,118581.0,2090276,2021-11-18 19:20:43.529011,,,9641,49,9590,562927,1506421,1193386,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
3,3,3,3,3,3,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Aravalli,0,0,0,895,129,5457,0,0.0,0.0,0.0,4349.0,937.0,30782.0,1051746,2021-11-18 19:20:43.529011,,,5186,78,5108,369370,719816,589340,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
4,4,4,4,4,4,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Banaskantha,0,0,0,1564,867,32324,0,1.0,0.0,0.0,14727.0,7307.0,225181.0,3116045,2021-11-18 19:20:43.529011,,,13632,162,13469,870897,2157891,1609442,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
5,5,5,5,5,5,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Bharuch,1,0,0,1306,3784,21275,0,2.0,0.0,1.0,8077.0,10663.0,62950.0,1550822,2021-11-18 19:20:43.529011,,,11429,118,11309,530140,1239272,783475,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
6,6,6,6,6,6,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Bhavnagar,1,0,0,2515,2742,14016,1,1.0,0.0,2.0,10962.0,19118.0,93036.0,2877961,2021-11-18 19:20:43.529011,,,21451,301,21147,1215585,1716074,1150838,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
7,7,7,7,7,7,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Botad,0,0,0,600,423,4859,0,0.0,0.0,0.0,2375.0,2197.0,30952.0,656005,2021-11-18 19:20:43.529011,,,2218,42,2176,258254,381619,276936,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
8,8,8,8,8,8,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Chhota Udaipur,0,0,0,903,92,6383,0,0.0,0.0,0.0,6132.0,471.0,36579.0,1071831,2021-11-18 19:20:43.529011,,,3395,38,3357,280412,636632,502151,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
9,9,9,9,9,9,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Dahod,0,0,0,1838,189,21550,0,0.0,0.0,0.0,11683.0,1141.0,107979.0,2126558,2021-11-18 19:20:43.529011,,,9955,38,9917,728382,1500965,920267,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
10,10,10,10,10,10,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Dang,0,0,0,357,150,235,0,0.0,0.0,0.0,1233.0,1303.0,2791.0,226769,2021-11-18 19:20:43.529011,,,866,18,848,85056,160707,65059,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
11,11,11,11,11,11,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Devbhumi Dwarka,0,0,0,606,804,3974,0,0.0,0.0,0.0,4698.0,7526.0,26392.0,752484,2021-11-18 19:20:43.529011,,,4175,82,4093,248313,527250,368053,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
12,12,12,12,12,12,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Gandhinagar,1,0,0,1253,1359,13121,4,1.0,0.0,2.0,8299.0,5541.0,50414.0,1387478,2021-11-18 19:20:43.529011,,,20760,205,20553,847460,1184648,792885,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
13,13,13,13,13,13,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Gir Somnath,0,0,3,1418,2835,22073,0,1.0,0.0,3.0,5192.0,9105.0,51418.0,1217477,2021-11-18 19:20:43.529011,,,8573,67,8504,387716,858948,438869,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
14,14,14,14,14,14,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Jamnagar,3,0,0,1720,2390,6415,7,7.0,0.0,2.0,8671.0,15287.0,47915.0,2159130,2021-11-18 19:20:43.529011,,,34990,478,34503,901490,1131837,734638,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
15,15,15,15,15,15,2021-11-18,GJ,44,0,23,76381,58319,442451,176,246.0,0.0,168.0,432671.0,295873.0,2606020.0,Junagadh,0,0,0,6723,1303,21812,20,3.0,0.0,13.0,29473.0,4797.0,165638.0,2742291,2021-11-18 19:20:43.529011,,,20542,272,20267,853751,1324832,1022281,2021-11-18 19:20:43.528330,67936000,2021-11-18 19:20:43.529365,,,826950,10087,816551,31756444,45288291,30972854,0,0,0,0,0
