,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Ariyalur,3,0,3,,7160,7349,24,20.0,1.0,19.0,,18904.0,31477.0,752481,,,,16906,262,16610,,502852,202584,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
1,1,1,1,1,1,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Chengalpattu,65,1,76,,2373,5184,606,437.0,11.0,499.0,,19343.0,47818.0,2556244,,,,173076,2526,169793,,1363902,668420,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
2,2,2,2,2,2,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Chennai,110,3,107,,7143,21956,762,831.0,14.0,731.0,,35714.0,126167.0,7100000,,,,556759,8584,546889,,4968125,3026738,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
3,3,3,3,3,3,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Coimbatore,112,1,116,,3692,20119,806,841.0,10.0,782.0,,18056.0,107535.0,3472578,,,,248774,2443,245151,,2743570,1351443,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
4,4,4,4,4,4,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Cuddalore,8,0,11,,27777,24909,120,75.0,1.0,103.0,,131786.0,136885.0,2600880,,,,64323,871,63315,,1704787,865896,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
5,5,5,5,5,5,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Dharmapuri,11,0,18,,1361,4889,101,100.0,1.0,108.0,,12147.0,41230.0,1502900,,,,28691,278,28255,,787472,332723,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
6,6,6,6,6,6,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Dindigul,7,0,4,,18046,25049,40,37.0,2.0,34.0,,49078.0,105206.0,2161367,,,,33182,650,32477,,1291700,620341,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
7,7,7,7,7,7,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Erode,75,0,61,,4291,17587,479,476.0,1.0,460.0,,17843.0,82978.0,2259608,,,,105485,693,104001,,1395170,661069,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
8,8,8,8,8,8,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Kallakurichi,7,0,7,,9325,14163,85,63.0,0.0,88.0,,43152.0,74884.0,1370281,,,,31523,210,31221,,749497,399725,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
9,9,9,9,9,9,2021-11-18,TN,775,12,896,101635,298976,453398,6939,5574.0,85.0,6424.0,714763.0,1250900.0,2372487.0,Kancheepuram,19,0,28,,1232,2522,216,130.0,1.0,162.0,,12190.0,22687.0,1166401,,,,75377,1262,73851,,684459,287076,2021-11-19T00:51:21.665010+05:30,75695000,,,,2717978,36336,2672564,53054078,42871712,20836051,0,0,0,0,0
