,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
19,Maharashtra,6626875,6470791,140668,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,105167882,70293812,34874070,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,164551,211661,376212,1003,1052,32,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,124639,122132,1955,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,2087980,1266717,821263,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,749,3282,4031,51,34,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84117,82386,1465,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,1890362,1137793,752569,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,1511,4340,5851,37,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,130415,124332,467,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,1264632,722449,542183,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,715,1742,2457,570,344,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,792986,782384,10525,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,78428212,50488092,27940120,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,26789,327610,354399,5,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32024,31185,695,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,1248581,721500,527081,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,393,1164,1557,6,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1046088,1035262,8383,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,41117735,27082392,14035343,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,38683,81336,120019,226,267,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128520,126336,1867,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,1178094,743317,434777,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,202,624,826,25,27,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602870,585986,16575,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,23238164,16290567,6947597,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,18784,48020,66804,37,28,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954550,945513,8954,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,65021500,42984979,22036521,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,17013,86198,103211,11,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32120,31608,401,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,986441,522748,463693,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,66,835,901,12,18,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2717203,2671668,36324,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,63352541,42711399,20641142,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,138663,258489,397152,782,907,13,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,674037,666348,3977,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,35587790,24009536,11578254,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,48089,88271,136360,148,172,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84692,83778,817,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,4423155,2527901,1895254,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,973,9233,10206,1,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710294,1687290,22909,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,144631614,103745958,40885656,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,256556,387503,644059,6,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344062,336485,7404,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,12043412,7530165,4513247,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,2747,30820,33567,4,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1606656,1579264,19341,2021-11-18,TT,34478517,464623,33885132,2021-11-18 09:37:22.514944,628248841,2021-11-17 00:00:00,1232505,1148786886,760532284,388254602,86120003,60821340,25298663,https://www.icmr.gov.in/,11919,470,11242,2753137,1121413,3874550,63173,116030,179203,862,830,8,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.857142857,16386.14285714286,76726798,55317535,21409262,,,1332900000,West Bengal,96906000
