"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","316","29","230869","1","12224","243093","326"
"Bageshwar","153","528","203813","0","5765","209578","728"
"Chamoli","303","496","283219","0","12247","295466","584"
"Champawat","685","1292","236454","0","7608","244062","480"
"Dehradun","1215","1890","1874091","2","112568","1986659","538"
"Haridwar","3645","3958","2091618","1","51555","2143173","1163"
"Nainital","302","449","539425","3","39309","578734","173"
"Pauri Garhwal","988","1514","384132","1","17723","401855","813"
"Pithoragarh","83","625","213716","0","10267","223983","288"
"Rudraprayag","127","558","190548","0","8801","199349","548"
"Tehri Garhwal","122","473","295994","0","15840","311834","192"
"US Nagar","989","1188","898608","0","37886","936494","1355"
"Uttarkashi","80","406","334087","0","12560","346647","357"
"Total","9008","13406","7776574","8","344353","8120927","7545"
