,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-04-29,TT,Andaman and Nicobar Islands,,,,10766,129,10636,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
1,2023-04-29,TT,Andhra Pradesh,,,,2340502,14733,2325523,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
2,2023-04-29,TT,Arunachal Pradesh,,,,66910,296,66606,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
3,2023-04-29,TT,Assam,,,,746119,8035,738077,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
4,2023-04-29,TT,Bihar,,,,853857,12310,840674,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
5,2023-04-29,TT,Chandigarh,,,,100463,1185,99039,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
6,2023-04-29,TT,Chhattisgarh,,,,1185543,14176,1168846,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
7,2023-04-29,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
8,2023-04-29,TT,Delhi,,,,2037753,26626,2007274,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
9,2023-04-29,TT,Goa,,,,262346,4014,257956,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
10,2023-04-29,TT,Gujarat,,,,1290238,11074,1277768,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
11,2023-04-29,TT,Haryana,,,,1076105,10736,1061406,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
12,2023-04-29,TT,Himachal Pradesh,,,,321390,4237,316066,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
13,2023-04-29,TT,Jammu and Kashmir,,,,481551,4790,476436,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
14,2023-04-29,TT,Jharkhand,,,,443588,5333,437769,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
15,2023-04-29,TT,Karnataka,,,,4086083,40347,4044331,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
16,2023-04-29,TT,Kerala,,,,6893429,71815,6809803,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
17,2023-04-29,TT,Ladakh,,,,29563,231,29322,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
18,2023-04-29,TT,Lakshadweep,,,,11415,52,11363,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
19,2023-04-29,TT,Maharashtra,,,,8164977,148513,8011747,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
20,2023-04-29,TT,Manipur,,,,139955,2149,137801,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
21,2023-04-29,TT,Meghalaya,,,,96845,1626,95202,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
22,2023-04-29,TT,Mizoram,,,,239030,726,238261,,,2023-04-29 17:55:20.809686,,,,44939515,531508,44356693,926496579,2206663094
