"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20232","19952","13","267"
"2","Chengalpattu","251904","248949","296","2659"
"3","Chennai","789056","777682","2305","9069"
"4","Coimbatore","339861","336767","476","2618"
"5","Cuddalore","75752","74772","84","896"
"6","Dharmapuri","36795","36499","13","283"
"7","Dindigul","38884","38158","61","665"
"8","Erode","136033","135091","208","734"
"9","Kallakurichi","36920","36702","3","215"
"10","Kancheepuram","97931","96595","33","1303"
"11","Kanyakumari","89646","88375","186","1085"
"12","Karur","30224","29818","34","372"
"13","Krishnagiri","61996","61507","117","372"
"14","Madurai","92980","91687","57","1236"
"15","Mayiladuthurai","27332","26956","46","330"
"16","Nagapattinam","25958","25566","17","375"
"17","Namakkal","69662","69068","60","534"
"18","Nilgiris","42791","42538","27","226"
"19","Perambalur","14898","14619","30","249"
"20","Pudukottai","35205","34744","35","426"
"21","Ramanathapuram","24992","24611","13","368"
"22","Ranipet","56249","55439","23","787"
"23","Salem","131318","129410","144","1764"
"24","Sivagangai","25046","24781","46","219"
"25","Tenkasi","33853","33339","24","490"
"26","Thanjavur","93441","92376","24","1041"
"27","Theni","51813","51266","14","533"
"28","Thirupathur","36075","35426","16","633"
"29","Thiruvallur","153045","151071","34","1940"
"30","Thiruvannamalai","68261","67559","17","685"
"31","Thiruvarur","48957","48464","20","473"
"32","Thoothukudi","67114","66623","43","448"
"33","Tirunelveli","65818","65285","88","445"
"34","Tiruppur","131904","130766","86","1052"
"35","Trichy","97848","96627","60","1161"
"36","Vellore","58068","56862","43","1163"
"37","Villupuram","56212","55823","22","367"
"38","Virudhunagar","59263","58663","45","555"
"39","Airport Surveillance 
(International)","1391","1388","2","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,76,322","35,33,417","4,865","38,040"
