Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-03-24,HP,Bilaspur,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,18231,95,18129,,2022-03-24 22:55:46.155898,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,1
2022-03-24,HP,Chamba,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,16046,171,15845,,2022-03-24 22:55:46.155915,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,2
2022-03-24,HP,Hamirpur,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,23313,328,22973,,2022-03-24 22:55:46.155916,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,1
2022-03-24,HP,Kangra,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,63680,1245,62396,,2022-03-24 22:55:46.155918,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,7
2022-03-24,HP,Kinnaur,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,4438,41,4389,,2022-03-24 22:55:46.155919,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,0
2022-03-24,HP,Kullu,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,11957,162,11790,,2022-03-24 22:55:46.155920,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,2
2022-03-24,HP,Lahaul and Spiti,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,3155,18,3136,,2022-03-24 22:55:46.155922,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,0
2022-03-24,HP,Mandi,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,38795,502,38226,,2022-03-24 22:55:46.155923,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,0
2022-03-24,HP,Shimla,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,35672,716,34925,,2022-03-24 22:55:46.155927,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,4
2022-03-24,HP,Sirmaur,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,19858,221,19634,,2022-03-24 22:55:46.155928,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,0
2022-03-24,HP,Solan,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,30606,335,30264,,2022-03-24 22:55:46.155930,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,0
2022-03-24,HP,Una,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,18688,279,18395,,2022-03-24 22:55:46.155931,2022-03-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284439,4113,280102,,19,2
