"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20199","19914","18","267"
"2","Chengalpattu","251038","248038","342","2658"
"3","Chennai","786851","775525","2257","9069"
"4","Coimbatore","338362","335193","551","2618"
"5","Cuddalore","75517","74524","98","895"
"6","Dharmapuri","36718","36387","48","283"
"7","Dindigul","38639","37934","40","665"
"8","Erode","135406","134358","314","734"
"9","Kallakurichi","36903","36682","6","215"
"10","Kancheepuram","97694","96339","53","1302"
"11","Kanyakumari","89079","87838","156","1085"
"12","Karur","30139","29747","20","372"
"13","Krishnagiri","61528","60943","214","371"
"14","Madurai","92835","91529","70","1236"
"15","Mayiladuthurai","27205","26808","67","330"
"16","Nagapattinam","25883","25491","17","375"
"17","Namakkal","69400","68768","98","534"
"18","Nilgiris","42711","42463","22","226"
"19","Perambalur","14884","14601","34","249"
"20","Pudukottai","35134","34687","21","426"
"21","Ramanathapuram","24971","24590","13","368"
"22","Ranipet","55943","55121","35","787"
"23","Salem","130661","128639","260","1762"
"24","Sivagangai","24931","24663","49","219"
"25","Tenkasi","33800","33288","22","490"
"26","Thanjavur","93351","92250","61","1040"
"27","Theni","51760","51202","25","533"
"28","Thirupathur","35990","35321","36","633"
"29","Thiruvallur","152734","150703","91","1940"
"30","Thiruvannamalai","68082","67344","53","685"
"31","Thiruvarur","48880","48376","31","473"
"32","Thoothukudi","67001","66522","31","448"
"33","Tirunelveli","65589","65072","72","445"
"34","Tiruppur","131492","130311","129","1052"
"35","Trichy","97625","96350","114","1161"
"36","Vellore","57954","56735","56","1163"
"37","Villupuram","56031","55611","53","367"
"38","Virudhunagar","59121","58520","46","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1163","1158","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,65,020","35,21,357","5,630","38,033"
