"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19887","19617","3","267"
"2","Chengalpattu","237176","233735","783","2658"
"3","Chennai","755512","744561","1883","9068"
"4","Coimbatore","330367","327546","204","2617"
"5","Cuddalore","74292","73381","16","895"
"6","Dharmapuri","36202","35914","5","283"
"7","Dindigul","37484","36817","2","665"
"8","Erode","132719","131957","28","734"
"9","Kallakurichi","36525","36309","1","215"
"10","Kancheepuram","94740","93260","178","1302"
"11","Kanyakumari","86438","85190","163","1085"
"12","Karur","29765","29387","6","372"
"13","Krishnagiri","59663","59281","12","370"
"14","Madurai","91118","89841","41","1236"
"15","Mayiladuthurai","26506","26169","7","330"
"16","Nagapattinam","25446","25069","2","375"
"17","Namakkal","68026","67480","12","534"
"18","Nilgiris","42189","41924","39","226"
"19","Perambalur","14470","14214","7","249"
"20","Pudukottai","34478","34050","2","426"
"21","Ramanathapuram","24683","24315","0","368"
"22","Ranipet","53989","53161","41","787"
"23","Salem","127458","125657","39","1762"
"24","Sivagangai","23866","23628","19","219"
"25","Tenkasi","32755","32258","7","490"
"26","Thanjavur","92183","91133","10","1040"
"27","Theni","50607","50071","3","533"
"28","Thirupathur","35743","35105","5","633"
"29","Thiruvallur","147846","145704","203","1939"
"30","Thiruvannamalai","66834","66133","16","685"
"31","Thiruvarur","48027","47551","4","472"
"32","Thoothukudi","65020","64534","38","448"
"33","Tirunelveli","62851","62352","54","445"
"34","Tiruppur","129963","128897","14","1052"
"35","Trichy","95050","93838","51","1161"
"36","Vellore","57357","56173","21","1163"
"37","Villupuram","54592","54225","1","366"
"38","Virudhunagar","56852","56292","6","554"
"39","Airport Surveillance 
(International)","1323","1299","23","1"
"40","Airport Surveillance 
(Domestic)","1130","1127","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,61,560","34,19,583","3,951","38,026"
