,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-19,DL,Central Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
1,1,2021-11-19,DL,East Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
2,2,2021-11-19,DL,New Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
3,3,2021-11-19,DL,North Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
4,4,2021-11-19,DL,North East Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
5,5,2021-11-19,DL,North West Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
6,6,2021-11-19,DL,Shahdara,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
7,7,2021-11-19,DL,South Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
8,8,2021-11-19,DL,South East Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
9,9,2021-11-19,DL,South West Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
10,10,2021-11-19,DL,West Delhi,,,,,,,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
11,11,2021-11-19,DL,Unknown,,,,1440605.0,25095.0,1415185.0,,2021-11-20 05:05:24.084174,,,,1440605,25095,1415185,30349837
