Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-07-19,OR,Angul,,,,48087,418,0,47638,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Balasore,,,,49256,360,0,48808,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Bargarh,,,,34591,353,0,34205,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Bhadrak,,,,29578,173,0,29342,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Balangir,,,,29058,131,0,28883,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Boudh,,,,14668,113,0,14507,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Cuttack,,,,115638,907,0,114019,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Deogarh,,,,8602,53,0,8529,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Dhenkanal,,,,22387,265,0,22111,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Gajapati,,,,13199,83,0,13085,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Ganjam,,,,36801,512,0,36259,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Jagatsinghpur,,,,32294,344,0,31853,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Jajpur,,,,50503,200,0,50171,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Jharsuguda,,,,28599,182,0,28359,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Kalahandi,,,,28768,219,0,28482,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Kandhamal,,,,13564,95,0,13444,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Kendrapara,,,,28061,274,0,27730,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Kendujhar,,,,24316,193,0,24104,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Khordha,,,,249952,1752,0,246293,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Koraput,,,,23660,84,0,23539,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Malkangiri,,,,12880,48,0,12826,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Mayurbhanj,,,,48776,308,0,48265,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Nabarangapur,,,,27464,91,0,27347,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Nayagarh,,,,28574,227,0,28255,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Nuapada,,,,26879,91,0,26737,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Puri,,,,50370,488,0,49684,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Rayagada,,,,24893,174,0,24679,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Sambalpur,,,,42617,247,0,42117,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Subarnapur,,,,16647,62,0,16429,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
2022-07-19,OR,Sundargarh,,,,91989,682,0,90618,,2022-07-19 23:55:49.320977,2022-07-19 23:55:49.321946,,,1300873,9130,1286111,0,32388746
