"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","8","1","0","0","1876","1854","14"
"East Jaintia Hills","3","0","0","0","2435","2400","32"
"East Khasi Hills","197","13","54","1","41274","40085","992"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","14","1","1","0","9711","9607","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","1","0","0","0","2549","2531","17"
"West Garo Hills","24","2","2","0","9052","8956","72"
"West Jaintia Hills","5","0","2","0","6808","6668","135"
"West Khasi Hills","19","3","5","0","5482","5391","72"
"Total","273","20","64","1","83962","82227","1462"
