District,Recovered,Deceased,Active
आगरा,25503,458,2605
अलीगढ,21219,109,1060
अम्बडेकर नगर,4889,152,139
अमठेी,9836,143,82
अमरोहा,16482,203,413
औरैय्या,9882,204,151
अयोध्या,16669,290,436
आजमगढ़,17689,229,160
बदाय,14852,99,279
बागपत,9011,141,553
बललया,21381,234,144
बलरामपरु,7362,138,85
बादा,10839,161,63
बाराबकंी,19646,225,612
बरेली,43713,377,1013
बस्ती,11395,330,224
बहराइच,11377,178,195
भदोही,7558,163,49
बबजनौर,14679,126,482
बलुदंशहर,19997,246,1227
चदंौली,15863,357,307
चचत्रकट,7031,79,38
देवररया,20025,222,166
एटा,9879,99,153
इटावा,13644,293,186
फरु्रखाबाद,10159,194,171
फतहेपरु,6681,139,62
क्रिरोजाबाद,8598,135,233
गौतम बिु नगर,63717,468,10717
गाज़ियाबाद,55907,461,9179
गाजीपरु,21373,283,358
गोंडा,12020,272,208
गोरखपरु,58620,849,1587
हमीरपरु,5138,102,36
हापड़ु,12441,217,477
हरदोई,13418,352,314
हाथरस,2879,43,341
जालौन,11489,202,26
जौनपरु,22353,236,197
झासी,35958,663,935
कन्नौज,9116,115,143
कानपरु देहात,6091,110,87
कानपरु नगर,81111,1908,1729
