District,Recovered,Deceased,Active
कासगजं,4199,53,79
कौशाम्बी,4359.0,70.0,17.0
कुशीनगर,15394.0,228.0,66.0
लखीमपरु-खीरी,24132.0,294.0,227.0
लललतपरु,12623.0,128.0,101.0
लखनऊ,236741.0,2651.0,10241.0
महाराजगजं,12331.0,141.0,110.0
महोबा,4182.0,86.0,16.0
मनैपरुी,9857.0,182.0,367.0
मथरुा,19984.0,402.0,1719.0
मऊ,8254.0,80.0,68.0
मरेठ,68905.0,904.0,6681.0
लमर्ाुपरु,10982.0,116.0,187.0
मरुादाबाद,38824.0,350.0,2315.0
मजुफ्फरनगर,30797.0,269.0,1610.0
पीलीभीत,10842.0,194.0,105.0
प्रतापगढ़,15877.0,163.0,57.0
प्रयागराज,77714.0,1090.0,1691.0
राय बरेली,16775.0,343.0,497.0
रामपरु,11694.0,148.0,407.0
सहारनपरु,32413.0,420.0,1212.0
सभंल,9340.0,106.0,451.0
सतं कबीर नगर,8065.0,98.0,53.0
शाहजहांपरु,19941.0,444.0,285.0
शामली,12948.0,45.0,756.0
श्रावस्ती,4355.0,35.0,29.0
लसद्धाथ ुनगर,9277.0,100.0,149.0
सीतापरु,12217.0,185.0,253.0
सोनभद्र,16570.0,252.0,325.0
सलु्तानपरु,14781.0,139.0,114.0
उन्नाव,14779.0,254.0,232.0
िाराणसी,84646.0,971.0,2980.0
