"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235324","232571","95","2658"
"3","Chennai","750760","741338","354","9068"
"4","Coimbatore","329862","327120","125","2617"
"5","Cuddalore","74239","73332","13","894"
"6","Dharmapuri","36185","35891","11","283"
"7","Dindigul","37472","36801","6","665"
"8","Erode","132661","131901","26","734"
"9","Kallakurichi","36519","36300","4","215"
"10","Kancheepuram","94364","93023","39","1302"
"11","Kanyakumari","86201","85095","21","1085"
"12","Karur","29752","29376","4","372"
"13","Krishnagiri","59620","59239","11","370"
"14","Madurai","91028","89780","12","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25438","25060","3","375"
"17","Namakkal","67994","67453","7","534"
"18","Nilgiris","42102","41833","43","226"
"19","Perambalur","14461","14209","3","249"
"20","Pudukottai","34462","34030","6","426"
"21","Ramanathapuram","24669","24294","7","368"
"22","Ranipet","53912","53123","2","787"
"23","Salem","127354","125575","17","1762"
"24","Sivagangai","23816","23586","11","219"
"25","Tenkasi","32743","32246","7","490"
"26","Thanjavur","92118","91060","19","1039"
"27","Theni","50597","50057","7","533"
"28","Thirupathur","35730","35093","4","633"
"29","Thiruvallur","147420","145449","32","1939"
"30","Thiruvannamalai","66803","66105","13","685"
"31","Thiruvarur","48009","47530","7","472"
"32","Thoothukudi","64944","64491","5","448"
"33","Tirunelveli","62761","62298","18","445"
"34","Tiruppur","129914","128828","34","1052"
"35","Trichy","94929","93745","23","1161"
"36","Vellore","57272","56069","40","1163"
"37","Villupuram","54580","54211","3","366"
"38","Virudhunagar","56824","56252","18","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,996","34,12,918","1,054","38,024"
