"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17002","16691","46","265"
"2","Chengalpattu","181616","173079","5982","2555"
"3","Chennai","588668","554194","25798","8676"
"4","Coimbatore","255947","250949","2474","2524"
"5","Cuddalore","64817","63737","204","876"
"6","Dharmapuri","29161","28733","147","281"
"7","Dindigul","33462","32705","105","652"
"8","Erode","108365","107075","578","712"
"9","Kallakurichi","31842","31415","217","210"
"10","Kancheepuram","77613","75002","1340","1271"
"11","Kanyakumari","63923","62116","744","1063"
"12","Karur","25097","24626","105","366"
"13","Krishnagiri","44451","43762","327","362"
"14","Madurai","76694","74522","984","1188"
"15","Mayiladuthurai","23525","23128","76","321"
"16","Nagapattinam","21552","21064","127","361"
"17","Namakkal","54870","54074","276","520"
"18","Nilgiris","34672","34234","218","220"
"19","Perambalur","12350","11917","188","245"
"20","Pudukottai","30461","29965","75","421"
"21","Ramanathapuram","20876","20341","176","359"
"22","Ranipet","44321","42943","599","779"
"23","Salem","103195","100797","666","1732"
"24","Sivagangai","20715","20300","202","213"
"25","Tenkasi","27532","26943","103","486"
"26","Thanjavur","76901","75458","435","1008"
"27","Theni","43765","43104","137","524"
"28","Thirupathur","29686","28853","206","627"
"29","Thiruvallur","123720","119109","2745","1866"
"30","Thiruvannamalai","55733","54726","334","673"
"31","Thiruvarur","42164","41579","122","463"
"32","Thoothukudi","57547","56273","861","413"
"33","Tirunelveli","50368","49407","524","437"
"34","Tiruppur","99581","97654","899","1028"
"35","Trichy","79863","77808","951","1104"
"36","Vellore","51891","49417","1329","1145"
"37","Villupuram","46515","45794","363","358"
"38","Virudhunagar","47116","45962","605","549"
"39","Airport Surveillance 
(International)","1180","1124","55","1"
"40","Airport Surveillance 
(Domestic)","1101","1088","12","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","28,00,286","27,12,096","51,335","36,855"
