District,Recovered,Deceased,Active
लखनऊ,288786,2681,2738
झ सी,42552,674,1083
गौतम बिु नगर,95660,488,848
िाराणसी,96108,985,772
लखीमपरु-खीरी,28868,298,641
प्रय गर ज,86215,1103,610
र य बरेली,20431,346,530
गाज़ियाबाद,83164,473,519
गोरखपरु,65198,862,426
श हजह परु,23837,446,345
हरदोई,16585,362,307
ब र बकी,23077,226,298
मरेठ,87551,930,290
कानपरु नगर,90784,1921,267
सीत परु,15232,187,266
उन्न व,16496,256,251
बरेली,49656,377,250
लललतपरु,14201,130,230
बद य,17550,101,225
मह र जगज,14202,145,222
पीलीभीत,12399,203,221
सलु्त नपरु,16497,144,214
लसद्ध र् नगर,11248,102,201
ज लौन,13491,207,196
बलुदंशहर,25979,250,194
कन्नौज,10483,122,192
आगरा,35158,464,180
देवररय,22061,227,179
फतहेपरु,7942,141,169
आजमगढ़,19177,234,162
जौनपरु,24045,243,155
गाजीपरु,23662,293,149
सोनभद्र,18395,257,140
अलीगढ,25241,113,138
बहर इच,13131,178,133
गोंड,13874,284,129
मजुफ्फरनगर,38103,277,128
मरुादाबाद,45890,366,127
अमठेी,11236,145,117
अमरोह,19084,205,114
भदोही,8293,165,110
अम्बडेकर नगर,5729,160,106
मर्रु,25356,406,101
