District,Recovered,Deceased,Active
हमीरपरु,5836,102,100
क नपरु देह त,6898.0,110.0,100.0
श्र वस्ती,5013.0,39.0,100.0
हापड़ु,15052.0,222.0,98.0
प्रतापगढ़,16509.0,163.0,98.0
बस्ती,12639.0,336.0,96.0
कुशीनगर,16041.0,235.0,94.0
शामली,16557.0,48.0,90.0
बबजनौर,18131.0,139.0,84.0
ब द,11872.0,163.0,83.0
सहारनपरु,38204.0,425.0,83.0
अयोध्य,18507.0,292.0,72.0
चदौली,17400.0,376.0,72.0
इट व,15627.0,296.0,71.0
फर्रख ब द,11764.0,197.0,69.0
कौश म्बी,4732.0,72.0,67.0
र मपरु,14526.0,152.0,61.0
औरैय्य,10693.0,210.0,48.0
चचत्रकट,7664.0,79.0,46.0
लमर् परु,11881.0,121.0,45.0
महोब,4381.0,88.0,44.0
सभल,10959.0,108.0,43.0
सत कबीर नगर,8769.0,100.0,40.0
एट,12017.0,100.0,38.0
बागपत,10943.0,140.0,37.0
मऊ,8873.0,85.0,34.0
बललय,22465.0,245.0,33.0
मनैपरुी,11385.0,189.0,31.0
क्रिरोजाबाद,10453.0,136.0,29.0
बलर मपरु,8040.0,139.0,26.0
क सगज,4829.0,55.0,19.0
ह र्रस,3686.0,43.0,16.0
