"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16911","16617","32","262"
"2","Chengalpattu","173192","169949","714","2529"
"3","Chennai","556984","547099","1297","8588"
"4","Coimbatore","249020","245371","1204","2445"
"5","Cuddalore","64340","63338","131","871"
"6","Dharmapuri","28711","28286","147","278"
"7","Dindigul","33191","32485","56","650"
"8","Erode","105620","104128","798","694"
"9","Kallakurichi","31531","31231","90","210"
"10","Kancheepuram","75413","73911","240","1262"
"11","Kanyakumari","62686","61471","161","1054"
"12","Karur","24449","23909","179","361"
"13","Krishnagiri","43767","43326","90","351"
"14","Madurai","75438","74133","125","1180"
"15","Mayiladuthurai","23342","23001","25","316"
"16","Nagapattinam","21254","20802","97","355"
"17","Namakkal","53041","52121","415","505"
"18","Nilgiris","33923","33517","193","213"
"19","Perambalur","12095","11835","16","244"
"20","Pudukottai","30302","29821","64","417"
"21","Ramanathapuram","20607","20226","22","359"
"22","Ranipet","43521","42715","31","775"
"23","Salem","100873","98687","489","1697"
"24","Sivagangai","20351","20067","76","208"
"25","Tenkasi","27383","26885","13","485"
"26","Thanjavur","75925","74651","290","984"
"27","Theni","43596","43065","10","521"
"28","Thirupathur","29367","28718","23","626"
"29","Thiruvallur","119954","117826","282","1846"
"30","Thiruvannamalai","55138","54403","66","669"
"31","Thiruvarur","41787","41172","158","457"
"32","Thoothukudi","56457","55979","69","409"
"33","Tirunelveli","49573","49022","118","433"
"34","Tiruppur","96573","95034","551","988"
"35","Trichy","78233","76781","377","1075"
"36","Vellore","50075","48841","96","1138"
"37","Villupuram","45974","45582","36","356"
"38","Virudhunagar","46374","45783","43","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,19,515","26,74,327","8,827","36,361"
