,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-05-04,PB,Ludhiana,,,,109875,2280,107564,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
2,2022-05-04,PB,S.A.S. Nagar,,,,95828,1148,94623,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
3,2022-05-04,PB,Jalandhar,,,,78347,1578,76758,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
4,2022-05-04,PB,Patiala,,,,62144,1458,60616,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
5,2022-05-04,PB,Amritsar,,,,59425,1682,57730,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
6,2022-05-04,PB,Bathinda,,,,50895,1088,49795,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
7,2022-05-04,PB,Hoshiarpur,,,,40885,1096,39783,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
8,2022-05-04,PB,Gurdaspur,,,,26949,865,26083,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
9,2022-05-04,PB,Pathankot,,,,24562,495,24060,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
10,2022-05-04,PB,Fazilka,,,,23409,545,22861,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
11,2022-05-04,PB,Sri Muktsar Sahib,,,,22560,539,22021,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
12,2022-05-04,PB,Kapurthala,,,,22054,583,21468,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
13,2022-05-04,PB,Rupnagar,,,,17945,455,17488,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
14,2022-05-04,PB,Ferozepur,,,,17906,537,17368,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
15,2022-05-04,PB,Mansa,,,,17232,392,16838,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
16,2022-05-04,PB,Faridkot,,,,16802,338,16460,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
17,2022-05-04,PB,Sangrur,,,,14308,735,13573,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
18,2022-05-04,PB,Shahid Bhagat Singh Nagar,,,,13417,409,13006,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
19,2022-05-04,PB,Fatehgarh Sahib,,,,11841,354,11487,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
20,2022-05-04,PB,Moga,,,,10990,255,10734,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
21,2022-05-04,PB,Tarn Taran,,,,10901,394,10506,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
22,2022-05-04,PB,Barnala,,,,7503,349,7151,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
23,2022-05-04,PB,Malerkotla,,,,3967,176,3791,,2022-05-07T10:37:24.980533+05:30,,,,759745,17751,741764,19298848,0,0
