"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","3","0","2072","19","4","0"
"East Jaintia Hills","0","1","0","2657","39","12","0"
"East Khasi Hills","12","13","0","47700","1077","120","32"
"Eastern West Khasi Hills","1","0","0","154","8","3","0"
"North Garo Hills","1","2","1","1913","10","5","0"
"Ri-Bhoi","2","3","0","10507","101","26","1"
"South Garo Hills","0","10","0","1406","14","20","0"
"South West Garo Hills","4","0","0","2214","21","38","0"
"South West Khasi Hills","1","0","0","2704","20","3","0"
"West Garo Hills","16","8","0","11639","84","438","11"
"West Jaintia Hills","4","1","0","7274","140","36","6"
"West Khasi Hills","1","0","0","5669","78","1","0"
"Total","42","41","1","95909","1611","706","50"
