District,Recovered,Deceased,Active
गौतम बिु नगर,63065,468,597
गाज़ियाबाद,55299,461,561
लखनऊ,236323,2651,486
मरेठ,68598,898,309
आगरा,25320,457,112
िाराणसी,84551,971,108
मरुादाबाद,38753,349,104
प्रयागराज,77652,1088,92
कानपरु नगर,81046,1905,73
मथरुा,19922,402,55
सहारनपरु,32334,420,48
मजुफ्फरनगर,30754,269,41
बरेली,43674,377,35
अलीगढ,21179,109,34
बाराबकंी,19626,225,31
गोरखपरु,58599,848,28
महाराजगजं,12304,140,27
बलुदंशहर,19977,244,23
अयोध्या,16629,290,22
अमरोहा,16416,203,21
शाहजहांपरु,19919,444,21
झासी,35905,663,20
सभंल,9332,106,20
बागपत,8994,141,18
देवररया,20009,222,18
हापड़ु,12423,217,15
आजमगढ़,17678,228,14
रामपरु,11679,148,13
औरैय्या,9890,203,11
बस्ती,11388,330,11
चदंौली,15853,357,11
क्रिरोजाबाद,8586,135,11
शामली,12932,45,11
बबजनौर,14670,126,10
राय बरेली,16769,343,10
एटा,9869,99,9
हरदोई,13408,349,9
सोनभद्र,16562,251,9
बदाय,14844,98,8
बलरामपरु,7356,138,8
ममर्ापरु,10973,116,8
गोंडा,12016,271,7
बमलया,21376,234,6
