TT|2023-11-29 07:55:13.357531|GetSource|ERR|File Not Found
TT|2023-11-29 09:55:22.359249|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-11-29 09:57:43.579043|ExtractFromHTML|OK|COMPLETED
TT|2023-11-29 11:55:23.837915|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-11-29 11:57:47.364258|ExtractFromHTML|OK|COMPLETED
TT|2023-11-29 13:55:04.794642|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-11-29 13:57:28.216035|ExtractFromHTML|OK|COMPLETED
TT|2023-11-29 15:55:04.598421|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-11-29 15:57:26.314370|ExtractFromHTML|OK|COMPLETED
TT|2023-11-29 17:55:05.644539|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-11-29 17:58:26.544764|ExtractFromHTML|OK|COMPLETED
TT|2023-11-30 07:55:05.225702|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
