"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4544","4143","3","4","394"
"Bageshwar","2094","2003","0","0","91"
"Chamoli","3221","3104","8","3","106"
"Champawat","1914","1891","2","1","20"
"Dehradun","33579","32869","166","177","367"
"Haridwar","13211","12922","30","25","234"
"Nainital","11417","11310","24","29","54"
"Pauri Garhwal","5292","4299","6","18","969"
"Pithoragarh","2564","2420","3","4","137"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2393","2030","4","5","354"
"U.S. Nagar","8836","8534","5","5","292"
"Uttarkashi","1690","1501","12","5","172"
"Total","93471","89611","263","278","3319"
