"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","0","8","66999","2","4597","71590","4"
"Bageshwar","15","15","36635","0","2098","38729","0"
"Chamoli","0","0","50411","1","3249","53658","0"
"Champawat","2","9","62998","1","1920","64915","0"
"Dehradun","317","314","390922","94","35139","425926","23"
"Haridwar","51","98","315750","6","13429","329149","4"
"Nainital","99","27","95888","15","11748","107566","0"
"Pauri Garhwal","148","150","100862","2","5326","106181","11"
"Pithoragarh","0","3","43509","0","2587","46084","0"
"Rudraprayag","0","0","28593","0","2733","31326","0"
"Tehri Garhwal","234","105","41210","7","2447","43650","23"
"US Nagar","152","51","144616","3","8928","153520","7"
"Uttarkashi","0","134","45005","11","1749","46752","0"
"Total","1018","914","1423398","142","95950","1519046","72"
