,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Agra,,,,,13093,21743,,,,,,89232.0,126558.0,4380793,,,,,,,,2337820,984527,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
1,1,1,1,1,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Aligarh,,,,,20136,23260,,,,,,88324.0,104940.0,3673849,,,,,,,,1730419,693789,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
2,2,2,2,2,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Ambedkar Nagar,,,,,11262,7090,,,,,,47374.0,58445.0,2398709,,,,,,,,1212014,475343,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
3,3,3,3,3,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Amethi,,,,,3642,8090,,,,,,27103.0,54635.0,2549935,,,,,,,,1068524,495939,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
4,4,4,4,4,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Amroha,,,,,1396,1952,,,,,,15783.0,26638.0,1838771,,,,,,,,907682,327467,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
5,5,5,5,5,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Auraiya,,,,,4080,6149,,,,,,25310.0,37717.0,1372287,,,,,,,,650367,243536,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
6,6,6,6,6,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Ayodhya,,,,,4601,8523,,,,,,33226.0,57791.0,2468371,,,,,,,,1324395,525612,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
7,7,7,7,7,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Azamgarh,,,,,24079,22065,,,,,,107817.0,114687.0,4616509,,,,,,,,2337917,893374,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
8,8,8,8,8,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Baghpat,,,,,877,4115,,,,,,7508.0,32025.0,1302156,,,,,,,,709099,403844,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
9,9,9,9,9,2021-11-19,UP,11,0,10,0,556833,728847,52.0,65.0,4.0,49.0,,3417608.0,4724322.0,Bahraich,,,,,3815,13424,,,,,,31108.0,111951.0,2384239,,,,,,,,1820138,885209,2021-11-20 05:05:24.084174,224979000,,,,1710317,22909,1687306,,104678185,42062325,0,0,0,0,0
