,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
21,Meghalaya,84150,82412,1467,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,1897037,1139589,757448,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,362,1202,1564,33,26,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,130912,125170,473,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,1266597,723298,543299,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,268,321,589,497,838,6,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,792993,782390,10525,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,78943663,50525261,28418402,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,5381,54551,59932,7,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32032,31206,695,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,1249988,722068,527920,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,182,312,494,8,21,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1046317,1035613,8386,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,41258527,27135154,14123373,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,17328,33259,50587,229,351,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128561,126368,1867,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,1179554,743606,435948,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,265,1067,1332,41,32,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602906,586021,16577,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,23268180,16301992,6966188,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,2539,5207,7746,36,35,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954568,945518,8954,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,65115530,43001926,22113604,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,3770,17727,21497,18,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32129,31621,402,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,987029,522775,464254,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,11,194,205,9,13,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2717978,2672564,36336,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,63774544,42900044,20874500,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,28332,38449,66781,775,896,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,674181,666509,3978,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,35739528,24070740,11668788,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,13303,23687,36990,144,161,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84698,83793,818,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,4434560,2528901,1905659,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,224,2810,3034,6,15,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710306,1687296,22909,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,145606199,104187077,41419122,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,65725,85644,151369,12,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344074,336491,7404,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,12073237,7532646,4540591,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,681,8125,8806,12,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1607516,1580089,19355,2021-11-19,TT,34489623,465082,33897921,2021-11-19 06:34:24.847044,629387540,2021-11-18 00:00:00,1138699,1153595556,762169283,391426273,86352229,60924063,25428166,https://www.icmr.gov.in/,11106,459,12789,687929,312644,1000573,28511,35102,63613,860,825,14,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.2857142857,1340164.142857143,16386.14285714286,76759973,55332210,21427762,,,1332900000,West Bengal,96906000
