"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16945","16667","14","264"
"2","Chengalpattu","174914","171874","495","2545"
"3","Chennai","560720","550755","1325","8640"
"4","Coimbatore","252615","249030","1084","2501"
"5","Cuddalore","64525","63589","62","874"
"6","Dharmapuri","28960","28607","74","279"
"7","Dindigul","33323","32628","43","652"
"8","Erode","107437","106169","559","709"
"9","Kallakurichi","31600","31374","16","210"
"10","Kancheepuram","75980","74552","162","1266"
"11","Kanyakumari","63045","61838","146","1061"
"12","Karur","24915","24402","149","364"
"13","Krishnagiri","44069","43589","122","358"
"14","Madurai","75642","74395","61","1186"
"15","Mayiladuthurai","23421","23083","19","319"
"16","Nagapattinam","21413","21021","32","360"
"17","Namakkal","54384","53449","418","517"
"18","Nilgiris","34397","34003","176","218"
"19","Perambalur","12127","11868","14","245"
"20","Pudukottai","30378","29930","27","421"
"21","Ramanathapuram","20664","20286","19","359"
"22","Ranipet","43660","42845","37","778"
"23","Salem","102250","100109","418","1723"
"24","Sivagangai","20488","20228","50","210"
"25","Tenkasi","27411","26910","15","486"
"26","Thanjavur","76375","75223","149","1003"
"27","Theni","43620","43090","8","522"
"28","Thirupathur","29451","28792","32","627"
"29","Thiruvallur","120689","118621","210","1858"
"30","Thiruvannamalai","55325","54586","66","673"
"31","Thiruvarur","41995","41485","48","462"
"32","Thoothukudi","56564","56122","30","412"
"33","Tirunelveli","49748","49265","49","434"
"34","Tiruppur","98282","96757","506","1019"
"35","Trichy","78791","77541","156","1094"
"36","Vellore","50406","49154","111","1141"
"37","Villupuram","46089","45693","38","358"
"38","Virudhunagar","46423","45858","16","549"
"39","Airport Surveillance 
(International)","1062","1039","22","1"
"40","Airport Surveillance 
(Domestic)","1086","1084","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,41,617","26,97,939","6,979","36,699"
