,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Amritsar,1,0,0,,2873,6740,0,11,8.0,0.0,5.0,,20121.0,44860.0,0,2490891,,,,47443,1599,45840,,1417349,703045,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
1,1,1,1,1,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Barnala,0,0,0,,259,1394,0,1,1.0,0.0,0.0,,1765.0,9671.0,0,596294,,,,5956,244,5705,,355977,158807,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
2,2,2,2,2,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Bathinda,0,0,0,,1005,2810,0,1,7.0,0.0,12.0,,7763.0,21631.0,0,1388859,,,,41809,1047,40743,,665127,288189,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
3,3,3,3,3,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Faridkot,0,0,0,,416,1680,0,2,5.0,1.0,6.0,,2843.0,11288.0,0,618008,,,,13956,320,13632,,346881,180444,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
4,4,4,4,4,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Fatehgarh Sahib,0,0,1,,679,2859,0,3,1.0,0.0,1.0,,3606.0,16085.0,0,599814,,,,8907,336,8569,,368027,183167,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
5,5,5,5,5,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Fazilka,0,0,0,,1715,4244,0,2,1.0,0.0,1.0,,12629.0,27681.0,0,1180483,,,,20283,530,19752,,552462,240768,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
6,6,6,6,6,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Ferozepur,4,0,0,,605,2410,0,5,12.0,0.0,45.0,,6131.0,19605.0,0,2026831,,,,14478,504,13930,,506984,200523,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
7,7,7,7,7,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Gurdaspur,2,0,3,,2323,5740,0,3,6.0,0.0,5.0,,15540.0,31911.0,0,2299026,,,,22416,803,21605,,964434,626218,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
8,8,8,8,8,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Hoshiarpur,2,0,5,,436,1995,0,48,25.0,1.0,40.0,,5039.0,20887.0,0,1582793,,,,30994,995,29960,,1037605,711962,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
9,9,9,9,9,2021-12-16,PB,39,2,27,27284,18998,68300,0,220,215.0,9.0,251.0,186362.0,143865.0,492731.0,0.0,Jalandhar,3,0,2,,1236,6634,0,24,14.0,1.0,26.0,,8003.0,41693.0,0,2181753,,,,63536,1500,62018,,1490986,919064,0,0,2022-01-03T00:03:10.863156+05:30,29859000,,,,603853,16625,586895,16554386,16892952,8687666,0,0,0.0,0
