,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Bilaspur,2,1,5,,37,193,0,17,19.0,1.0,17.0,0.0,168.0,1228.0,0,382056,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,14610,87,14496,,327545,320113,0,1,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
1,1,1,1,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Chamba,1,0,1,,30,207,0,13,3.0,0.0,9.0,0.0,254.0,1739.0,0,518844,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,13737,160,13571,,374693,356125,0,2,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
2,2,2,2,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Hamirpur,6,0,16,,43,135,0,68,38.0,0.0,52.0,0.0,183.0,642.0,0,454293,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,18024,306,17661,,383476,363284,0,1,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
3,3,3,3,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Kangra,10,0,27,,110,552,0,187,69.0,2.0,159.0,0.0,882.0,4006.0,0,1507223,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,52155,1176,50873,,1204864,1148292,0,5,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
4,4,4,4,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Kinnaur,0,0,0,,2,18,0,1,1.0,0.0,2.0,0.0,54.0,254.0,0,84298,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,3529,39,3489,,80064,68862,0,0,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
5,5,5,5,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Kullu,1,0,0,,27,525,0,2,3.0,0.0,2.0,0.0,456.0,2623.0,0,437474,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,9745,158,9578,,362887,327346,0,2,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
6,6,6,6,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Lahaul and Spiti,1,0,0,,0,0,0,0,2.0,0.0,0.0,0.0,4.0,42.0,0,31528,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,2962,18,2942,,32157,25545,0,0,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
7,7,7,7,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Mandi,10,0,7,,61,376,0,73,29.0,0.0,82.0,0.0,355.0,2369.0,0,999518,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,32043,462,31534,,792847,744434,0,0,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
8,8,8,8,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Shimla,10,0,17,,135,647,0,121,59.0,2.0,83.0,0.0,1262.0,6914.0,0,813384,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,28062,654,27323,,699175,646213,0,4,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
9,9,9,9,2021-12-16,HP,54,1,81,0,816,4564,0,597,365.0,6.0,505.0,0,6252.0,32985.0,0.0,Sirmaur,0,0,0,,86,271,0,1,1.0,0.0,0.0,0.0,539.0,1892.0,0,530164,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,15470,211,15254,,439427,414113,0,0,2021-12-16 21:55:50,7300000,2021-12-16 19:00:00+05:30,https://twitter.com/nhm_hp,,228170,3848,223779,,5850186,5454604,0,17,0.0,0.0
