,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7698,7566,129,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,581022,298414,282608,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,91,2575,2666,0,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2075271,2058979,14471,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,65317898,38238522,27079376,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,78094,122499,200593,163,162,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55319,55007,280,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,1437296,801492,635804,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,341,1405,1746,5,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,618988,610430,6137,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,35688159,21627163,14060996,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,6672,77061,83733,131,177,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726346,714166,12092,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,91355744,56275029,35080715,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,70390,344465,414855,5,9,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65659,64508,1076,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,1640126,956278,683848,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,759,2845,3604,8,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007295,993347,13595,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,28303361,17325407,10977954,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,44896,118850,163746,31,40,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10686,10679,4,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,1170897,687929,482968,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,1029,2844,3873,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1441850,1416322,25100,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,24504862,14556881,9947981,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,38174,68576,106750,57,36,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179565,175692,3482,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,2366953,1294363,1072590,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,583,2508,3091,52,51,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,828299,817644,10100,2021-12-16,TT,34718602,476478,34154879,2021-12-16 12:46:53.459510,660247762,2021-12-15 00:00:00,1399946,1352808690,822665030,530143660,86216642,46431838,39784804,https://www.icmr.gov.in/,7974,343,7948,4745001,1657656,6402657,32252,217059,249311,53,53,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.7142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
