Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-11-11,MZ,Aizawl,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Champhai,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Hnahthial,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Khawzawl,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Kolasib,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Lawngtlai,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Lunglei,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Mamit,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Saiha,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Saitual,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Serchhip,,,,,,,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
2021-11-11,MZ,Unknown,,,,126917,456,120522,,2021-11-11 05:41:12.415731,,,,126917,456,120522,
