Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Ahmedabad,14,0,3,5567,4694712,2732730,0,238369,3411,234917,5337724,1294099,949548,7208200,2021-11-12 05:51:33.092654,,,238398,3411,234925,5352912,5987304,3650218,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,9637522.0,7427442
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Amreli,1,0,0,1075,1431,8530,0,10810,102,10708,597047,934930,613440,1513614,2021-11-12 05:51:33.092654,,,10811,102,10708,599102,934930,613440,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,1548370.0,9961
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Anand,0,0,0,1763,1216,27813,0,9638,49,9585,546539,1497726,1074805,2090276,2021-11-12 05:51:33.092654,,,9640,49,9587,550628,1497726,1074805,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,2572531.0,29029
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Aravalli,0,0,0,718,122,5784,0,5186,78,5108,363949,718879,558558,1051746,2021-11-12 05:51:33.092654,,,5186,78,5108,365021,718879,558558,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,1277437.0,5906
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Banaskantha,0,0,0,1965,1330,44955,0,13631,162,13469,852925,2150584,1384261,3116045,2021-11-12 05:51:33.092654,,,13631,162,13469,856170,2150584,1384261,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,3534845.0,46285
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Bharuch,0,0,0,1032,1267,8271,0,11426,118,11308,518940,1228609,720525,1550822,2021-11-12 05:51:33.092654,,,11427,118,11308,522063,1228609,720525,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,1949134.0,9538
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Bhavnagar,0,0,0,1895,451016,290256,0,21448,301,21145,1200190,1248428,779145,2877961,2021-11-12 05:51:33.092654,,,21450,301,21145,1204623,1696956,1057802,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,2754758.0,741272
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Botad,0,0,0,334,204,2750,0,2218,42,2176,255160,379422,245984,656005,2021-11-12 05:51:33.092654,,,2218,42,2176,255879,379422,245984,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,625406.0,2954
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Chhota Udaipur,0,0,0,1152,88,6009,0,3395,38,3357,271510,636161,465572,1071831,2021-11-12 05:51:33.092654,,,3395,38,3357,274280,636161,465572,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,1101733.0,6097
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Dahod,0,0,0,1849,179,13597,0,9955,38,9917,713418,1499824,812288,2126558,2021-11-12 05:51:33.092654,,,9955,38,9917,716699,1499824,812288,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,2312112.0,13776
2021-11-11,GJ,40,0,21,55390,35190,429216,0,826608.1428571428,10087.0,816299.0,31195733.0,44992418.0,28366834.0,Dang,0,0,0,139,196,134,0,866,18,848,83610,159404,62268,226769,2021-11-12 05:51:33.092654,,,866,18,848,83823,159404,62268,2021-11-12 05:51:33.091984,67936000,2021-11-12 05:51:33.093023,,,826704,10087,816383,31323773,44992418,28366834,73359252.0,464406.0,73359252.0,221672.0,330
